"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","105",1
"2","113",2
"3","109",3
"4","111",3
"5","177",4
"6","107",5
"7","119",5
"8","161",5
"9","101",6
"10","117",6
"11","139",6
"12","157",6
"13","147",7
"14","175",7
"15","121",8
"16","145",9
"17","149",10
"18","187",10
"19","123",11
"20","151",11
"21","103",12
"22","169",12
"23","141",13
"24","143",14
"25","191",15
"26","171",16
"27","163",17
"28","183",17
"29","189",17
"30","153",18
"31","159",19
"32","129",20
"33","135",20
"35","155",21
"38","185",22
"40","197",23
"41","165",24
"42","181",24
"44","125",25
"34","131",25
"36","127",26
"37","167",27
"43","115",28
"47","193",28
"39","195",28
"48","173",28
"49","114",29
"45","133",29
"46","137",29
"50","179",30
"51","199",30
"53","104",30
"54","110",31
"52","77",31
"72","152",32
"71","146",33
"77","174",34
"64","126",35
"60","112",36
"69","138",36
"55","190",36
"81","188",36
"63","124",37
"73","156",38
"57","102",39
"66","130",39
"56","99",39
"75","162",40
"78","180",40
"74","158",41
"80","186",42
"68","134",43
"67","132",44
"62","118",45
"85","136",45
"58","106",45
"59","108",45
"61","116",45
"65","128",45
"70","142",45
"82","164",45
"83","178",45
"84","192",45
"86","144",46
"88","168",46
"79","182",46
"87","166",46
"89","176",46
"91","198",46
"90","122",47
"76","170",47
"93","95",48
"98","150",49
"92","7",49
"94","97",49
"96","140",50
"97","148",50
"99","160",50
"100","172",50
"102","45",51
"95","120",51
"104","1",52
"108","3",52
"105","49",52
"103","81",52
"106","69",53
"107","91",53
"109","53",54
"110","35",55
"111","41",55
"112","13",56
"113","93",56
"118","196",56
"114","31",56
"119","194",56
"115","39",56
"117","57",56
"121","27",57
"122","43",57
"124","75",57
"125","71",58
"126","11",59
"127","19",59
"116","51",59
"128","67",59
"123","59",59
"130","23",59
"129","55",59
"134","79",59
"131","29",59
"132","25",60
"133","21",61
"135","83",61
"136","87",61
"137","89",61
"143","63",61
"138","5",61
"139","9",61
"140","15",62
"141","33",62
"142","37",62
"144","73",62
"145","85",63
"146","17",64
"101","184",64
"148","65",64
"120","200",64
"147","61",64
"172","47",64
"149","154",64
"167","4",64
"162","30",65
"190","8",66
"179","6",67
"176","54",68
"156","2",69
"178","58",69
"161","28",70
"195","88",71
"154","16",72
"193","84",73
"152","12",74
"198","94",74
"159","24",75
"189","78",76
"197","92",76
"170","44",77
"199","96",77
"155","18",78
"164","34",78
"163","32",79
"165","36",79
"183","66",80
"160","26",81
"177","56",81
"150","10",82
"151","100",82
"158","22",82
"166","38",82
"168","40",82
"171","46",82
"173","48",82
"175","52",82
"180","60",82
"186","72",82
"194","86",82
"153","14",83
"157","20",83
"169","42",83
"182","64",83
"181","62",84
"188","76",84
"191","80",84
"200","98",84
"174","50",85
"184","68",85
"185","70",85
"187","74",85
"196","90",85
"192","82",86
