"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","122",1
"2","192",2
"3","188",3
"4","112",4
"5","124",5
"6","108",6
"7","106",7
"8","146",8
"9","162",9
"10","174",10
"11","180",10
"12","130",11
"13","110",12
"14","138",12
"15","104",13
"16","152",14
"17","164",15
"18","168",16
"19","178",16
"20","166",17
"21","102",18
"22","134",18
"23","148",19
"24","190",20
"26","140",21
"27","176",21
"28","156",22
"30","160",23
"31","142",24
"32","172",25
"33","186",26
"34","120",27
"25","126",27
"29","144",28
"37","103",28
"35","158",28
"36","184",28
"38","136",29
"39","132",30
"40","150",31
"41","118",32
"43","165",32
"44","128",33
"45","114",34
"46","125",34
"42","198",34
"47","116",35
"48","101",36
"49","170",36
"50","182",36
"51","196",37
"52","143",38
"53","2",39
"54","72",40
"55","109",41
"56","111",41
"57","62",41
"60","105",41
"58","8",41
"62","139",41
"59","107",41
"61","113",41
"64","171",42
"63","127",43
"70","161",44
"76","177",45
"78","185",45
"73","169",46
"75","175",47
"72","167",48
"71","163",49
"69","153",50
"65","123",51
"79","187",52
"80","189",52
"82","4",53
"81","12",54
"88","119",54
"85","6",54
"86","52",55
"91","117",55
"66","129",55
"90","94",55
"94","137",55
"93","98",55
"77","181",55
"96","191",55
"101","24",55
"97","100",56
"68","141",56
"102","56",56
"99","183",56
"67","135",56
"83","133",57
"105","147",57
"106","151",58
"98","155",58
"95","157",58
"100","193",59
"87","30",59
"112","54",59
"114","76",59
"104","131",59
"116","16",59
"89","84",59
"103","121",59
"92","86",59
"117","90",59
"113","74",59
"120","42",59
"123","96",59
"107","28",59
"108","40",59
"109","48",59
"110","80",59
"111","18",60
"121","82",60
"124","10",60
"118","32",60
"119","38",60
"122","92",60
"115","159",60
"125","46",60
"74","173",60
"129","22",60
"131","20",60
"126","145",60
"132","36",60
"133","60",61
"134","78",61
"135","14",62
"138","95",62
"84","179",62
"140","194",62
"136","26",62
"137","34",63
"139","66",64
"141","58",65
"143","88",66
"127","149",66
"144","50",66
"145","68",66
"128","115",66
"147","200",66
"146","64",66
"130","197",66
"142","195",67
"148","44",67
"149","70",67
"151","154",67
"163","3",68
"185","7",69
"188","75",69
"191","81",70
"150","199",70
"174","5",70
"183","67",71
"176","53",72
"172","47",73
"175","51",74
"152","1",75
"159","23",76
"187","73",77
"198","93",77
"193","85",78
"199","97",79
"170","43",80
"192","83",80
"196","9",80
"197","91",80
"186","71",81
"200","99",82
"157","19",83
"177","55",84
"154","13",85
"156","17",85
"168","39",85
"166","35",86
"169","41",87
"165","33",88
"155","15",89
"158","21",89
"161","27",89
"171","45",89
"153","11",90
"162","29",91
"164","31",91
"173","49",91
"182","65",92
"179","59",93
"189","77",94
"190","79",95
"160","25",96
"167","37",96
"194","87",96
"178","57",97
"180","61",98
"181","63",98
"184","69",98
"195","89",99
