"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","186",1
"2","152",2
"3","110",3
"4","188",3
"5","192",3
"6","176",4
"7","190",4
"8","102",5
"9","112",5
"10","138",5
"11","174",5
"12","148",6
"13","106",7
"16","134",8
"14","160",8
"15","126",9
"17","166",9
"18","196",9
"19","108",10
"20","130",10
"27","132",10
"21","136",10
"22","156",10
"23","162",10
"24","164",10
"29","170",10
"25","104",10
"26","180",10
"28","142",11
"30","172",11
"31","198",11
"32","114",12
"33","178",12
"34","122",13
"35","168",13
"36","128",14
"37","124",15
"38","146",15
"39","116",16
"40","118",16
"41","140",16
"42","144",17
"43","184",18
"44","150",19
"45","120",20
"46","182",21
"48","158",22
"50","197",22
"47","200",22
"49","194",23
"51","199",23
"52","113",24
"53","107",25
"54","101",26
"58","111",27
"61","119",27
"60","117",28
"56","105",29
"65","129",29
"73","147",29
"89","185",30
"92","191",30
"57","109",31
"63","123",31
"70","139",31
"79","161",31
"64","127",32
"82","167",33
"90","187",33
"69","137",34
"84","175",35
"62","121",36
"91","189",36
"55","103",37
"71","141",38
"77","157",39
"85","177",39
"88","183",39
"66","131",40
"72","143",40
"74","149",40
"75","153",40
"80","163",40
"83","169",40
"87","181",40
"68","135",41
"81","165",41
"93","193",41
"76","155",42
"95","125",42
"104","76",43
"101","4",44
"99","100",45
"100","28",45
"102","60",45
"103","72",45
"105","8",45
"106","88",45
"108","30",46
"109","34",47
"110","44",47
"111","50",47
"112","12",48
"113","18",48
"114","36",48
"115","48",48
"116","54",48
"117","66",48
"118","74",48
"119","78",48
"120","80",48
"121","94",48
"122","2",49
"123","38",49
"124","40",49
"125","56",49
"130","90",49
"131","96",49
"126","58",49
"127","68",49
"128","14",50
"129","26",50
"132","52",51
"133","82",52
"134","6",53
"135","62",53
"136","64",53
"137","98",53
"139","16",53
"138","32",53
"140","86",54
"141","10",55
"59","115",55
"78","159",55
"142","22",55
"143","84",56
"67","133",56
"96","145",56
"94","195",56
"144","20",56
"145","24",56
"146","42",56
"86","179",56
"147","70",56
"149","154",56
"148","92",56
"107","151",56
"97","171",56
"98","173",56
"170","46",56
"190","81",57
"182","67",58
"173","5",59
"188","77",59
"180","63",60
"185","71",60
"171","47",61
"150","1",62
"179","61",63
"191","83",63
"198","95",63
"178","59",64
"183","69",64
"174","51",65
"184","7",66
"196","91",67
"161","3",68
"187","75",68
"199","97",68
"156","21",69
"163","33",69
"177","57",69
"186","73",69
"194","89",69
"195","9",69
"197","93",69
"151","11",70
"152","13",70
"153","15",70
"164","35",70
"166","39",70
"169","45",70
"172","49",70
"200","99",70
"154","17",71
"155","19",71
"157","23",71
"158","25",71
"159","27",71
"160","29",71
"162","31",71
"165","37",71
"167","41",71
"168","43",71
"175","53",71
"176","55",71
"181","65",71
"189","79",71
"192","85",71
"193","87",71
