"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","107",1
"2","105",2
"3","109",2
"4","113",2
"5","129",3
"6","177",4
"7","101",5
"8","185",6
"9","111",7
"10","119",8
"11","121",8
"12","145",8
"13","175",8
"14","103",9
"15","117",9
"16","123",9
"17","151",9
"18","169",9
"19","141",10
"20","191",10
"21","139",11
"22","147",11
"23","161",11
"25","189",11
"24","135",11
"26","143",12
"27","187",12
"28","127",13
"29","159",13
"30","183",14
"31","131",15
"32","167",16
"33","197",16
"34","155",17
"35","157",18
"36","195",19
"37","163",20
"38","115",21
"39","153",21
"40","181",22
"41","137",23
"43","173",23
"42","149",23
"44","165",24
"45","125",25
"46","133",26
"49","190",26
"48","199",26
"47","179",27
"51","104",27
"50","193",27
"52","134",28
"53","192",29
"54","110",30
"55","176",31
"59","152",32
"57","186",32
"58","102",33
"63","188",34
"78","174",34
"56","47",34
"60","106",35
"64","112",35
"68","126",35
"71","136",35
"62","158",35
"61","108",36
"72","138",36
"81","196",37
"67","118",38
"69","128",39
"77","172",40
"65","114",41
"70","132",41
"66","116",42
"75","168",42
"79","178",42
"74","162",43
"83","130",43
"80","180",43
"73","148",44
"76","170",44
"85","1",44
"82","122",44
"87","146",44
"84","182",44
"88","164",45
"94","7",45
"86","124",45
"90","140",46
"89","184",46
"98","77",46
"92","160",46
"93","166",46
"97","71",46
"95","51",47
"96","69",47
"99","81",47
"100","89",47
"101","63",48
"103","21",49
"106","95",50
"107","25",51
"109","15",52
"110","57",52
"111","11",53
"114","91",53
"115","33",54
"116","37",54
"120","73",54
"91","142",54
"105","198",55
"118","3",55
"119","41",55
"121","87",55
"122","39",56
"123","5",56
"112","43",56
"113","75",56
"117","53",57
"124","85",58
"125","9",58
"128","99",58
"126","83",58
"127","93",58
"129","13",59
"130","35",60
"131","45",60
"133","59",60
"102","144",60
"136","79",60
"137","49",61
"138","31",62
"134","23",62
"135","27",63
"141","19",63
"139","67",63
"104","150",63
"143","17",63
"142","97",63
"144","29",64
"108","120",64
"146","171",64
"145","55",64
"132","156",64
"147","65",64
"140","194",64
"148","76",65
"149","200",66
"181","61",66
"150","154",66
"155","16",66
"197","92",67
"184","66",68
"162","28",69
"164","32",70
"198","94",71
"166","36",72
"183","64",73
"176","54",74
"190","8",74
"165","34",75
"187","72",75
"189","78",76
"167","38",77
"157","2",78
"168","4",78
"180","60",79
"179","6",80
"193","84",80
"156","18",81
"194","86",81
"196","90",81
"160","24",82
"163","30",82
"175","52",82
"153","12",83
"171","44",83
"200","98",84
"199","96",85
"152","100",86
"191","80",86
"159","22",87
"172","46",87
"177","56",87
"185","68",87
"188","74",87
"151","10",88
"173","48",88
"174","50",88
"178","58",88
"182","62",88
"186","70",88
"192","82",88
"195","88",88
"158","20",89
"161","26",89
"169","40",89
"170","42",89
"154","14",90
