"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","110",1
"2","112",2
"3","104",3
"4","162",4
"5","130",5
"6","180",6
"7","188",7
"8","106",8
"9","128",9
"10","118",10
"11","190",10
"12","126",11
"13","108",12
"14","174",12
"15","102",13
"16","116",13
"17","146",13
"18","152",13
"19","134",14
"20","138",14
"21","176",15
"22","124",16
"23","178",17
"24","122",18
"25","168",18
"26","164",19
"28","136",20
"27","114",21
"31","150",21
"32","148",22
"29","158",22
"33","160",22
"30","192",22
"34","142",23
"35","140",24
"36","186",24
"37","132",25
"38","182",25
"39","175",26
"40","166",27
"41","172",27
"42","120",28
"43","170",28
"44","196",29
"45","156",30
"46","184",30
"48","198",31
"55","16",31
"49","144",31
"70","28",31
"72","32",31
"79","44",31
"59","8",31
"60","80",31
"47","109",31
"84","6",31
"99","94",31
"88","68",32
"90","72",32
"65","194",33
"86","64",33
"75","38",34
"85","60",35
"66","2",36
"87","66",36
"73","34",37
"74","36",37
"93","78",38
"68","24",39
"95","86",40
"100","96",40
"76","4",41
"62","100",42
"81","52",42
"82","54",42
"101","98",42
"71","30",43
"83","56",44
"91","74",45
"61","10",46
"63","12",46
"97","90",46
"98","92",46
"94","82",47
"67","20",48
"69","26",48
"50","123",48
"51","101",49
"64","14",49
"77","40",49
"80","50",49
"89","70",49
"96","88",49
"53","169",49
"52","141",50
"108","84",50
"102","18",51
"54","105",51
"78","42",51
"106","58",51
"92","76",51
"103","22",52
"105","48",52
"107","62",53
"110","135",54
"104","46",54
"56","107",54
"57","121",54
"58","177",55
"109","111",56
"111","113",57
"112","189",57
"115","163",57
"114","131",57
"116","153",57
"113","191",57
"117","103",58
"118","143",59
"119","161",60
"121","167",60
"120","171",60
"122","183",61
"123","129",62
"124","145",63
"125","119",64
"126","195",65
"127","139",66
"128","159",66
"129","187",66
"130","193",66
"131","200",66
"132","117",67
"133","127",68
"134","155",68
"135","157",68
"136","147",69
"137","151",70
"138","149",71
"139","165",71
"141","125",72
"142","133",73
"143","115",74
"146","154",74
"152","173",75
"154","181",75
"155","185",75
"145","137",75
"153","179",75
"140","51",75
"157","197",75
"158","199",76
"144","95",76
"184","69",77
"181","63",78
"178","57",79
"186","71",79
"147","1",80
"148","11",81
"188","75",81
"197","91",82
"164","3",83
"190","79",83
"194","87",83
"183","67",84
"179","59",85
"189","77",86
"161","25",87
"185","7",87
"149","13",88
"168","37",88
"167","35",89
"160","23",90
"159","21",91
"187","73",91
"198","93",91
"162","27",92
"166","33",92
"193","85",92
"150","15",93
"171","43",94
"191","81",94
"163","29",95
"165","31",95
"156","19",96
"176","53",96
"177","55",96
"195","89",96
"200","99",96
"175","5",97
"169","39",98
"170","41",99
"196","9",99
"182","65",100
"192","83",101
"172","45",102
"199","97",102
"151","17",103
"173","47",103
"180","61",104
"174","49",105
