"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","110",1
"2","104",2
"3","188",3
"4","118",4
"5","128",5
"9","116",6
"10","190",6
"11","108",7
"12","112",7
"13","124",7
"7","134",7
"15","102",7
"6","126",7
"8","174",7
"16","106",7
"14","146",7
"17","158",8
"18","138",9
"19","176",10
"20","178",11
"21","168",12
"22","122",13
"23","164",14
"24","114",15
"25","136",16
"26","162",17
"27","130",18
"28","186",18
"29","192",18
"30","148",19
"31","150",20
"32","140",21
"33","142",21
"34","182",21
"35","120",22
"36","160",22
"37","172",22
"38","180",22
"39","184",23
"40","109",24
"46","16",24
"47","6",24
"48","8",24
"49","68",25
"51","196",26
"67","28",26
"68","32",26
"72","44",26
"78","64",26
"88","92",26
"81","72",27
"70","38",28
"77","60",28
"53","144",28
"69","34",28
"71","4",28
"79","66",28
"84","80",28
"63","2",29
"65","24",29
"86","86",30
"90","96",30
"41","175",30
"74","52",30
"91","98",30
"56","152",30
"57","166",30
"61","100",30
"83","78",30
"59","198",30
"42","123",30
"43","169",31
"75","54",31
"60","10",32
"76","56",32
"82","74",32
"94","36",32
"44","141",32
"93","30",32
"85","82",32
"87","90",32
"62","14",33
"64","20",33
"52","135",33
"95","84",33
"92","12",34
"97","156",34
"98","170",34
"100","194",34
"66","26",34
"73","50",34
"80","70",34
"89","94",35
"102","40",35
"105","48",35
"99","18",36
"45","105",36
"103","42",36
"106","58",36
"50","107",36
"58","101",37
"54","121",37
"110","132",37
"101","22",37
"104","46",37
"108","76",37
"109","88",37
"55","177",37
"96","111",38
"107","62",38
"111","189",39
"112","191",39
"113","131",40
"114","103",41
"115","143",42
"118","145",42
"117","151",42
"116","161",42
"120","171",43
"121","129",44
"119","183",44
"123","195",45
"122","167",46
"124","159",47
"125","193",47
"126","51",47
"127","127",48
"128","155",48
"129","200",48
"132","187",49
"133","113",50
"134","163",50
"135","165",50
"136","153",51
"138","125",52
"130","139",52
"139","181",52
"140","185",52
"141","115",53
"142","133",54
"137","157",54
"145","179",54
"143","119",55
"147","154",55
"156","173",56
"150","117",57
"152","137",57
"153","147",57
"144","149",57
"146","197",57
"131","95",57
"158","199",58
"181","63",59
"184","69",59
"178","57",60
"148","1",61
"186","71",61
"188","75",62
"149","11",63
"197","91",64
"164","3",65
"183","67",65
"190","79",65
"194","87",65
"179","59",66
"185","7",67
"189","77",67
"151","13",68
"161","25",68
"168","37",68
"160","23",69
"167","35",69
"187","73",70
"193","85",70
"198","93",70
"162","27",71
"165","31",71
"171","43",72
"163","29",73
"200","99",74
"166","33",75
"191","81",75
"159","21",76
"157","19",77
"177","55",77
"154","15",78
"175","5",78
"176","53",79
"195","89",80
"182","65",81
"172","45",82
"169","39",83
"174","49",83
"170","41",84
"196","9",84
"199","97",84
"192","83",85
"155","17",86
"173","47",87
"180","61",87
