"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","113",1
"2","193",2
"3","101",3
"4","111",4
"5","119",5
"6","107",6
"7","117",7
"8","105",8
"9","147",8
"10","171",8
"11","139",9
"12","161",9
"13","187",10
"14","155",11
"15","157",12
"16","103",13
"17","177",14
"18","127",15
"19","129",16
"20","163",16
"21","153",17
"22","167",17
"23","149",18
"24","175",19
"25","183",20
"26","121",21
"27","131",21
"29","189",22
"28","169",23
"30","137",24
"32","197",24
"33","191",25
"34","115",26
"36","181",26
"31","143",26
"37","109",26
"35","133",26
"39","179",27
"38","151",27
"41","185",27
"40","159",28
"42","165",29
"44","125",30
"45","145",30
"43","170",30
"46","173",30
"47","199",31
"48","195",32
"49","123",33
"50","141",34
"51","135",35
"60","81",36
"64","1",37
"93","63",38
"86","5",39
"97","7",39
"101","77",39
"111","97",39
"75","3",40
"92","61",40
"95","67",40
"98","71",40
"110","95",40
"106","89",41
"107","9",41
"77","33",42
"103","83",42
"109","93",42
"99","73",43
"100","75",43
"70","21",44
"96","69",44
"102","79",44
"67","15",45
"83","45",45
"112","99",45
"85","49",46
"68","17",47
"104","85",47
"108","91",47
"78","35",48
"80","39",49
"81","41",49
"66","13",50
"90","57",50
"91","59",50
"65","11",51
"52","152",51
"54","106",52
"71","23",52
"73","27",52
"87","51",52
"53","188",52
"76","31",52
"82","43",53
"88","53",53
"94","65",53
"105","87",54
"55","112",54
"59","174",54
"56","186",54
"58","138",55
"69","19",55
"74","29",55
"89","55",55
"57","102",55
"62","132",55
"72","25",55
"79","37",56
"84","47",56
"61","110",56
"63","148",56
"113","192",57
"114","104",58
"115","108",58
"116","130",58
"117","136",58
"118","162",58
"119","190",58
"120","180",59
"121","126",60
"122","160",60
"123","164",60
"124","176",60
"126","134",60
"125","172",60
"127","114",61
"128","166",61
"129","142",62
"130","156",62
"131","124",63
"132","198",63
"133","146",64
"134","168",64
"135","178",64
"136","122",65
"137","140",66
"141","118",67
"142","128",68
"138","150",68
"139","158",69
"143","196",69
"144","116",70
"140","144",70
"146","182",71
"145","120",72
"147","184",72
"158","200",73
"155","194",74
"152","154",75
"168","4",76
"189","78",76
"199","96",76
"196","90",77
"172","46",78
"163","30",79
"190","8",80
"179","6",81
"198","94",81
"200","98",81
"166","36",82
"149","100",83
"156","2",83
"176","54",83
"195","88",84
"188","76",85
"153","16",86
"191","80",86
"194","86",86
"181","62",87
"174","50",88
"150","12",89
"162","28",89
"184","68",89
"165","34",90
"154","18",91
"160","24",91
"193","84",91
"164","32",92
"161","26",93
"175","52",93
"180","60",93
"183","66",93
"177","56",94
"148","10",95
"159","22",95
"167","38",95
"169","40",95
"173","48",95
"178","58",95
"186","72",95
"187","74",95
"197","92",95
"151","14",96
"157","20",96
"170","42",96
"182","64",96
"192","82",96
"171","44",97
"185","70",98
