"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","152",1
"2","106",2
"3","188",3
"4","112",4
"5","174",4
"6","138",5
"7","132",6
"8","102",7
"12","186",8
"14","134",9
"15","110",10
"16","148",10
"9","162",10
"10","180",10
"17","192",10
"11","108",10
"13","130",11
"18","104",12
"19","136",12
"20","190",13
"21","160",14
"22","176",14
"24","126",15
"25","172",15
"26","114",16
"29","166",17
"30","142",18
"35","113",18
"23","170",18
"27","164",19
"37","101",19
"38","111",20
"39","119",20
"32","124",20
"28","146",20
"31","178",21
"33","168",22
"42","96",22
"34","156",22
"44","4",22
"41","107",22
"45","90",22
"40","198",22
"46","105",22
"43","117",22
"50","147",23
"52","30",23
"47","139",23
"48","161",23
"51","167",24
"55","8",24
"36","122",24
"57","54",24
"58","6",24
"60","98",24
"59","80",25
"61","2",26
"62","100",27
"53","140",27
"64","86",27
"49","127",27
"54","187",28
"67","76",28
"68","88",28
"63","118",28
"66","158",29
"69","150",30
"75","84",30
"73","128",30
"77","16",30
"74","144",30
"79","24",30
"80","62",31
"81","32",32
"76","12",32
"56","157",32
"82","196",32
"78","28",32
"85","50",33
"83","52",33
"84","18",34
"86","66",34
"92","81",34
"87","48",34
"88","72",34
"89","74",34
"91","40",35
"90","129",36
"65","103",36
"93","36",36
"94","38",36
"95","58",36
"70","177",36
"96","10",36
"97","22",36
"102","94",36
"99","92",36
"100","68",37
"98","56",37
"111","116",37
"71","153",37
"72","163",37
"109","5",37
"105","60",37
"106","64",37
"107","82",37
"117","182",37
"115","7",37
"114","63",37
"112","20",38
"101","149",38
"110","14",38
"123","184",38
"113","42",38
"108","131",38
"104","183",38
"121","97",38
"103","175",38
"126","120",38
"116","169",38
"119","34",38
"120","26",38
"124","3",38
"125","75",38
"118","189",38
"127","143",39
"131","200",39
"130","77",39
"122","121",39
"128","197",39
"129","137",40
"133","194",40
"132","71",40
"135","133",41
"136","61",42
"134","115",43
"139","181",43
"140","191",44
"138","109",45
"146","95",45
"142","151",46
"137","93",46
"141","73",47
"143","159",48
"144","179",48
"145","70",48
"149","9",48
"147","165",49
"148","44",50
"150","79",51
"152","145",52
"153","45",53
"154","125",53
"151","1",53
"155","185",53
"157","195",54
"158","67",55
"156","123",56
"162","193",56
"159","99",56
"161","173",57
"163","199",57
"160","141",58
"165","49",59
"169","135",60
"164","39",60
"166","57",60
"168","13",61
"187","69",61
"188","83",61
"171","17",62
"178","35",63
"180","41",63
"189","85",64
"167","11",65
"175","27",66
"192","91",67
"183","53",68
"176","31",69
"181","43",69
"177","33",70
"184","55",70
"173","21",71
"186","65",72
"193","154",72
"172","19",72
"182","51",72
"170","15",73
"200","78",73
"195","171",74
"185","59",74
"174","25",75
"194","155",75
"179","37",75
"198","46",75
"196","23",76
"190","87",76
"197","29",76
"191","89",76
"199","47",77
