"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","179",1
"2","169",2
"3","111",3
"4","105",4
"5","171",5
"6","113",6
"7","101",7
"8","181",8
"9","161",9
"10","109",10
"11","119",11
"12","103",12
"13","107",13
"14","117",13
"15","137",13
"16","157",13
"17","185",13
"18","193",13
"19","189",14
"20","149",15
"21","131",16
"22","183",17
"23","147",18
"24","127",19
"25","177",19
"26","191",20
"27","175",21
"28","139",22
"29","167",22
"30","187",23
"33","145",24
"31","121",24
"32","123",25
"34","153",25
"35","163",25
"38","141",26
"36","151",26
"41","108",26
"37","129",26
"39","133",26
"40","165",27
"42","155",28
"43","135",29
"44","195",30
"46","115",31
"45","125",31
"47","61",31
"49","197",32
"50","159",33
"48","143",33
"51","140",34
"58","5",34
"52","172",34
"60","85",34
"64","73",35
"53","174",35
"57","184",36
"62","3",36
"63","57",36
"55","138",36
"67","67",36
"74","69",37
"80","89",38
"81","9",38
"76","71",39
"56","146",39
"68","1",39
"72","17",39
"78","83",39
"54","104",39
"83","93",39
"75","7",40
"82","91",41
"61","152",41
"77","75",41
"59","102",41
"79","87",41
"66","112",41
"96","47",41
"99","53",42
"70","126",42
"104","95",42
"65","110",42
"87","21",42
"92","35",42
"103","81",42
"85","13",43
"73","188",43
"86","15",43
"91","33",43
"84","43",43
"95","45",43
"88","23",44
"89","27",44
"90","31",44
"97","49",44
"98","51",44
"93","39",45
"69","106",45
"71","142",45
"100","59",46
"106","29",46
"107","19",47
"108","55",48
"109","99",48
"94","41",48
"101","63",48
"102","79",48
"105","97",48
"110","132",49
"111","136",49
"120","130",49
"113","186",49
"122","65",49
"114","144",49
"123","198",49
"115","122",49
"116","180",50
"118","190",50
"117","164",51
"119","192",52
"121","77",53
"127","168",53
"112","11",53
"130","162",53
"126","148",53
"131","178",53
"133","134",54
"129","182",54
"132","124",54
"128","170",54
"134","158",55
"135","176",56
"136","118",57
"137","128",57
"138","166",58
"141","173",58
"139","116",58
"140","156",58
"124","25",58
"142","160",58
"125","37",58
"143","150",59
"146","199",59
"144","114",59
"145","120",59
"153","8",60
"152","74",61
"147","2",62
"151","62",63
"149","4",64
"166","200",64
"150","6",64
"164","196",64
"155","88",64
"163","194",64
"154","84",64
"160","154",64
"148","30",64
"188","68",64
"175","40",65
"179","48",65
"198","94",66
"187","66",67
"158","12",68
"168","24",68
"173","36",69
"157","100",70
"183","56",70
"182","54",71
"200","98",71
"156","10",72
"186","64",72
"194","82",72
"161","16",73
"196","90",73
"165","20",74
"180","50",74
"181","52",74
"195","86",74
"192","78",75
"176","42",76
"197","92",77
"159","14",78
"162","18",78
"169","26",78
"177","44",78
"191","76",78
"193","80",78
"167","22",79
"171","32",79
"178","46",79
"170","28",80
"185","60",81
"199","96",81
"172","34",82
"174","38",82
"184","58",82
"190","72",83
"189","70",84
