"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","113",1
"2","193",2
"3","101",3
"4","111",4
"5","119",5
"6","107",6
"7","117",6
"8","147",7
"9","171",8
"10","105",9
"11","139",10
"12","161",10
"13","127",11
"14","187",11
"15","155",12
"16","167",13
"17","129",14
"18","157",15
"19","103",16
"21","163",16
"22","177",16
"20","153",17
"23","149",18
"24","175",19
"25","183",20
"26","121",21
"27","131",21
"28","189",22
"29","137",23
"30","197",23
"31","115",24
"32","109",25
"34","181",25
"33","133",26
"35","191",27
"37","169",28
"36","143",29
"38","170",29
"39","179",30
"40","151",31
"42","165",32
"41","159",32
"44","125",32
"45","145",33
"48","185",33
"43","152",33
"47","188",34
"46","106",34
"49","132",35
"52","186",36
"51","174",36
"50","112",37
"63","195",37
"67","81",37
"54","138",37
"53","102",38
"64","5",38
"65","63",38
"62","1",39
"66","7",39
"82","97",40
"76","77",41
"70","3",42
"73","61",43
"81","95",43
"75","75",44
"79","89",44
"80","9",44
"71","45",45
"74","71",46
"83","99",46
"55","110",46
"56","134",46
"57","148",46
"72","49",46
"61","190",46
"87","162",46
"88","180",46
"93","67",46
"84","130",46
"58","192",46
"77","83",46
"78","85",46
"69","17",47
"59","160",47
"60","176",47
"85","53",47
"91","108",47
"68","166",47
"89","65",47
"86","142",48
"92","136",49
"104","21",49
"119","79",49
"108","33",50
"118","73",50
"121","93",50
"102","15",51
"90","104",51
"117","69",51
"95","126",51
"110","39",51
"101","13",52
"115","57",52
"111","41",53
"109","35",54
"105","27",55
"120","91",55
"98","172",55
"99","11",55
"107","31",55
"112","43",55
"94","114",55
"97","164",55
"103","19",55
"106","29",55
"113","51",55
"114","55",55
"128","173",55
"123","23",55
"127","123",55
"129","199",55
"100","124",55
"130","141",55
"116","59",55
"126","87",55
"134","146",56
"124","25",56
"125","37",56
"96","156",56
"136","178",56
"135","168",57
"122","198",57
"132","122",58
"133","140",58
"131","118",59
"137","128",60
"138","150",60
"139","196",61
"140","158",62
"143","135",62
"141","144",62
"142","116",63
"144","182",64
"145","184",65
"146","47",65
"147","120",66
"149","4",67
"151","96",67
"148","200",68
"150","90",69
"152","46",70
"191","78",70
"160","194",71
"157","154",72
"167","30",73
"192","8",74
"154","100",75
"161","2",75
"181","6",75
"200","98",75
"197","88",76
"190","76",77
"158","16",78
"199","94",79
"178","54",80
"183","62",80
"170","36",81
"176","50",82
"193","80",82
"196","86",82
"164","24",83
"186","68",84
"195","84",85
"166","28",86
"168","32",86
"155","12",87
"159","18",88
"175","48",88
"177","52",88
"185","66",88
"189","74",88
"153","10",89
"171","38",89
"172","40",89
"180","58",89
"188","72",89
"198","92",89
"163","22",90
"179","56",91
"156","14",92
"182","60",92
"162","20",93
"173","42",93
"184","64",93
"194","82",93
"165","26",94
"169","34",94
"187","70",95
"174","44",96
