"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","169",1
"2","171",2
"3","105",3
"5","101",4
"6","181",5
"9","109",6
"4","113",6
"11","179",6
"7","111",6
"8","157",6
"13","103",6
"10","193",6
"12","189",7
"14","149",8
"15","139",9
"16","127",10
"17","119",11
"18","161",12
"19","177",13
"20","185",14
"22","167",15
"21","117",15
"23","191",16
"24","183",17
"25","121",18
"26","175",18
"27","107",19
"28","163",20
"29","153",21
"30","147",22
"31","187",23
"32","145",24
"35","140",24
"33","151",24
"36","108",24
"34","123",24
"37","137",25
"38","141",25
"39","133",26
"41","155",26
"40","165",26
"42","135",27
"44","195",28
"50","85",28
"45","131",28
"52","73",28
"48","159",28
"43","172",28
"49","115",29
"51","125",29
"55","3",29
"56","57",29
"57","67",29
"53","129",29
"60","1",29
"46","146",29
"59","184",29
"47","104",29
"65","69",29
"62","93",29
"66","7",30
"63","143",31
"69","91",31
"64","5",32
"68","81",32
"67","75",33
"79","47",34
"82","53",35
"70","13",36
"84","95",36
"54","112",36
"72","21",36
"76","33",36
"77","35",36
"61","102",36
"71","15",36
"75","31",37
"78","45",37
"80","49",37
"83","9",37
"73","27",38
"58","110",38
"81","51",39
"74","29",40
"90","23",40
"85","39",40
"94","43",40
"86","97",40
"92","106",40
"93","174",40
"89","41",40
"88","17",41
"97","138",41
"103","19",41
"91","83",41
"100","99",41
"87","11",41
"101","130",41
"106","55",41
"99","71",41
"104","126",41
"108","152",41
"95","136",41
"98","144",42
"96","122",43
"112","188",43
"114","162",43
"105","190",43
"102","180",43
"115","168",43
"116","178",43
"107","164",43
"119","124",43
"120","65",43
"109","25",43
"122","166",43
"113","192",43
"110","37",43
"111","59",43
"121","158",43
"118","77",43
"124","132",44
"125","186",44
"123","118",45
"130","197",45
"126","128",45
"127","134",46
"129","148",46
"128","142",47
"117","87",47
"131","116",48
"132","156",49
"135","173",49
"133","176",49
"134","160",50
"136","182",51
"139","170",52
"140","2",52
"146","8",52
"138","150",52
"137","114",53
"141","120",53
"143","6",54
"142","4",55
"148","84",56
"154","199",56
"144","63",56
"145","79",56
"147","30",57
"151","88",57
"149","89",57
"162","61",57
"150","66",57
"152","12",58
"157","36",58
"160","48",58
"164","74",58
"158","40",59
"161","52",60
"167","94",61
"165","86",62
"155","24",63
"168","98",63
"153","16",64
"163","64",65
"170","100",65
"173","56",66
"181","198",66
"172","54",66
"179","194",66
"180","196",67
"159","42",67
"174","82",67
"175","90",67
"169","10",68
"177","154",68
"166","92",68
"171","20",68
"182","200",68
"185","28",69
"156","32",69
"176","14",70
"197","76",70
"198","78",71
"184","26",72
"188","44",72
"193","62",72
"199","80",72
"178","18",73
"183","22",74
"187","38",75
"189","46",75
"200","96",75
"192","60",76
"186","34",77
"191","58",78
"196","72",79
"194","68",80
"190","50",81
"195","70",82
