"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","195",1
"2","191",2
"3","109",3
"4","105",4
"5","107",5
"6","121",6
"7","189",7
"8","101",8
"9","123",9
"10","175",9
"11","103",10
"12","111",10
"13","113",10
"14","135",10
"15","141",10
"16","157",10
"17","169",10
"18","185",10
"19","129",11
"20","177",11
"21","127",12
"22","183",12
"23","137",13
"24","161",13
"25","119",14
"26","149",15
"27","117",16
"28","153",16
"29","163",16
"30","181",16
"31","131",17
"32","171",18
"34","147",19
"35","173",20
"37","145",21
"33","143",21
"36","139",22
"38","187",22
"39","151",23
"40","165",24
"41","167",24
"43","125",25
"42","159",25
"44","155",26
"46","179",26
"45","133",26
"47","197",26
"48","110",27
"49","115",28
"50","118",29
"51","128",29
"54","108",30
"70","51",30
"71","71",31
"62","1",32
"53","104",32
"55","112",32
"52","116",32
"58","144",33
"57","134",34
"56","126",35
"59","192",36
"76","3",36
"60","190",36
"82","83",36
"84","93",37
"79","7",38
"80","73",38
"86","97",39
"81","77",40
"83","91",41
"61","176",41
"85","95",41
"75","21",42
"77","33",42
"78","59",42
"65","130",42
"69","174",42
"103","53",42
"91","15",43
"100","45",43
"105","67",43
"109","85",43
"63","102",43
"67","152",43
"68","162",43
"90","13",43
"95","35",43
"107","79",43
"111","89",43
"88","11",44
"101","49",44
"66","138",44
"93","27",44
"94","31",44
"104","57",44
"73","186",44
"92","25",44
"96","37",44
"97","39",44
"98","41",44
"106","75",44
"108","81",44
"112","99",44
"89","122",45
"116","29",45
"102","5",45
"110","87",45
"99","43",46
"114","164",47
"119","23",47
"120","55",48
"64","114",48
"72","140",49
"74","188",49
"87","106",50
"124","19",50
"125","63",50
"126","9",50
"127","136",50
"113","148",50
"115","178",50
"117","124",51
"118","168",51
"121","146",52
"122","156",52
"123","172",53
"132","69",53
"128","158",53
"129","180",54
"135","61",54
"130","150",54
"136","17",54
"131","196",54
"133","132",55
"137","65",55
"134","182",55
"138","142",56
"139","184",57
"140","47",57
"143","199",57
"141","198",57
"142","166",58
"145","170",58
"144","160",58
"146","84",58
"147","120",59
"149","193",59
"148","194",59
"159","200",60
"154","154",61
"169","4",62
"192","80",63
"157","2",64
"180","6",65
"189","76",66
"164","30",67
"195","88",68
"185","68",69
"184","66",70
"191","8",70
"155","16",71
"199","96",71
"151","100",72
"152","12",72
"163","28",72
"167","36",72
"177","54",72
"196","90",73
"165","32",74
"200","98",74
"176","52",75
"194","86",76
"174","48",77
"188","74",77
"161","24",78
"170","40",78
"187","72",78
"197","92",78
"168","38",79
"178","56",79
"190","78",79
"171","42",80
"183","64",80
"153","14",81
"181","60",81
"182","62",81
"162","26",82
"198","94",82
"156","18",83
"166","34",83
"150","10",84
"160","22",84
"173","46",84
"158","20",85
"172","44",85
"186","70",85
"193","82",85
"175","50",86
"179","58",86
