"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","101",1
"2","163",2
"3","153",3
"4","175",3
"5","113",4
"6","105",5
"7","189",5
"8","103",6
"9","119",7
"10","167",7
"11","187",7
"12","117",8
"13","139",8
"14","177",8
"15","147",9
"16","107",10
"17","157",10
"18","169",10
"19","111",11
"20","181",12
"21","109",13
"22","165",14
"23","161",15
"24","125",16
"25","145",16
"30","185",17
"33","191",18
"26","149",18
"35","121",18
"36","123",18
"37","151",18
"39","141",19
"40","135",20
"27","155",20
"41","173",20
"34","127",20
"42","171",20
"29","143",20
"43","115",20
"28","129",20
"44","133",20
"31","159",20
"32","183",20
"46","179",20
"38","197",20
"45","137",21
"50","180",21
"51","112",22
"48","195",22
"52","130",22
"53","162",22
"49","193",22
"54","106",23
"47","131",23
"55","104",24
"56","199",25
"58","148",26
"59","150",26
"57","108",27
"60","160",27
"67","152",27
"72","188",28
"61","93",28
"64","122",28
"68","164",28
"65","132",29
"62","102",29
"71","186",29
"63","110",29
"70","174",30
"80","178",30
"78","168",31
"66","138",31
"69","166",31
"73","190",31
"79","170",32
"74","136",33
"75","140",34
"76","144",35
"77","156",35
"87","172",36
"81","192",36
"86","158",37
"93","126",37
"91","114",38
"94","134",38
"92","124",39
"85","142",39
"96","146",39
"95","176",39
"98","47",40
"99","51",41
"89","53",41
"90","81",41
"97","1",42
"101","198",42
"100","75",42
"104","77",42
"107","3",42
"108","5",43
"110","7",44
"112","91",45
"114","65",46
"115","73",46
"118","97",47
"105","9",47
"106","95",47
"109","63",48
"111","45",49
"113","99",49
"116","17",50
"117","21",51
"119","11",52
"126","13",52
"121","25",52
"122","79",52
"129","35",52
"124","15",52
"125","33",52
"131","27",52
"127","37",52
"128","59",52
"133","31",52
"130","49",52
"132","57",53
"134","67",54
"136","39",55
"82","116",55
"83","118",55
"84","128",55
"88","184",55
"138","29",55
"137","87",55
"139","41",56
"140","83",57
"141","23",58
"145","89",59
"103","182",59
"142","43",59
"143","71",59
"102","120",59
"144","55",59
"146","19",60
"120","194",60
"123","196",61
"147","69",61
"135","200",61
"148","61",61
"150","85",61
"149","94",61
"151","154",62
"192","80",62
"158","2",63
"184","66",63
"180","6",64
"154","12",65
"153","100",66
"190","78",67
"177","54",68
"176","52",69
"195","86",69
"156","16",70
"163","28",71
"169","4",72
"171","42",72
"165","32",73
"189","76",74
"167","36",75
"194","84",76
"196","88",77
"164","30",78
"166","34",78
"191","8",79
"168","38",80
"173","46",80
"182","62",81
"181","60",82
"199","96",82
"174","48",83
"187","72",83
"188","74",83
"170","40",84
"200","98",84
"157","18",85
"161","24",86
"162","26",87
"178","56",87
"155","14",88
"179","58",88
"183","64",88
"198","92",88
"197","90",89
"172","44",90
"186","70",90
"152","10",91
"160","22",91
"175","50",91
"159","20",92
"193","82",92
"185","68",93
