"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","112",1
"2","162",2
"3","130",3
"4","180",3
"5","106",4
"6","110",5
"7","104",6
"8","148",7
"9","150",7
"10","102",8
"11","160",8
"12","108",9
"13","152",9
"14","188",9
"16","174",10
"17","122",11
"15","138",11
"18","164",12
"19","186",12
"20","146",13
"21","178",13
"22","168",14
"23","136",15
"24","166",15
"25","192",15
"29","190",16
"30","132",17
"31","118",18
"32","172",19
"33","158",20
"34","128",21
"35","156",21
"37","116",22
"26","140",22
"27","126",23
"28","144",24
"36","114",25
"40","142",25
"39","134",25
"43","170",25
"42","124",26
"38","176",26
"41","198",27
"44","184",28
"45","120",29
"47","153",29
"46","182",29
"48","194",30
"50","101",30
"49","196",30
"52","163",30
"51","200",30
"54","113",30
"53","175",30
"60","167",31
"55","103",32
"58","111",32
"61","187",32
"56","105",33
"57","109",34
"64","119",34
"66","139",35
"63","117",36
"59","147",36
"67","157",36
"72","165",37
"73","191",37
"69","177",37
"68","161",38
"75","123",38
"76","125",38
"77","151",38
"85","145",39
"62","107",39
"65","121",39
"79","129",39
"82","137",39
"83","141",40
"71","149",40
"86","155",40
"70","127",40
"89","171",40
"91","181",41
"88","169",42
"74","189",42
"84","143",43
"92","183",43
"107","80",43
"109","94",44
"101","2",45
"105","66",46
"81","135",46
"90","173",46
"93","185",46
"99","100",46
"100","12",46
"103","4",46
"106","8",46
"108","88",46
"78","115",46
"80","133",46
"114","52",46
"119","6",46
"120","76",47
"102","36",47
"104","54",47
"110","28",48
"123","92",48
"118","56",48
"111","30",48
"112","48",48
"113","74",48
"127","96",48
"128","98",48
"121","14",48
"115","78",48
"116","18",49
"122","26",49
"117","40",49
"124","60",50
"125","72",50
"126","84",50
"131","16",50
"134","42",50
"129","38",50
"130","86",50
"132","32",51
"133","34",51
"135","46",51
"136","24",52
"137","82",52
"139","90",52
"138","22",53
"140","10",54
"141","62",54
"142","64",54
"87","159",54
"143","20",54
"94","195",54
"95","131",55
"98","197",56
"145","50",56
"146","58",56
"147","68",57
"96","179",57
"97","193",57
"148","70",57
"150","154",57
"144","199",57
"149","44",57
"171","47",58
"184","7",58
"162","3",59
"187","75",59
"190","81",60
"182","67",61
"188","77",62
"174","51",63
"151","1",64
"179","61",65
"185","71",65
"186","73",66
"198","95",66
"175","53",67
"183","69",68
"191","83",68
"173","5",69
"165","35",70
"178","59",71
"153","13",72
"160","27",72
"161","29",73
"163","31",73
"197","93",74
"199","97",74
"167","39",75
"177","57",75
"180","63",75
"195","9",75
"200","99",75
"181","65",76
"152","11",77
"154","15",77
"157","21",77
"158","23",77
"164","33",77
"168","41",77
"170","45",77
"192","85",77
"194","89",77
"196","91",77
"155","17",78
"169","43",78
"156","19",79
"159","25",79
"166","37",79
"189","79",79
"172","49",80
"176","55",80
"193","87",80
