node,hopcount,latency,power,deploymentPenalty,cost
0,4,327,655.0,1,40
1,3,189,764.5,40,40
2,3,308,805.5,1,40
3,4,343,714.5,40,40
4,4,289,781.5,1,40
5,3,368,805.5,40,40
6,4,374,664.0,1,40
7,4,399,681.0,40,40
8,5,335,690.0,1,40
9,5,541,783.0,40,40
10,5,369,789.5,1,40
11,4,265,590.5,40,40
12,4,450,772.5,1,40
13,4,532,691.0,40,40
14,5,447,745.0,1,40
15,4,309,824.0,40,40
16,5,405,709.5,1,40
17,5,526,584.5,40,40
18,5,579,669.0,1,40
19,5,571,815.0,40,40
20,5,435,693.0,1,40
21,5,548,782.0,40,40
22,5,507,818.5,1,40
23,5,449,838.0,40,40
24,5,453,716.5,1,40
25,4,546,609.0,40,40
26,4,480,769.0,1,40
27,5,343,579.5,40,40
28,4,498,806.0,1,40
29,5,369,725.0,40,40
30,4,504,651.0,1,40
31,5,329,816.5,40,40
32,5,429,780.5,1,40
33,5,451,559.0,40,40
34,4,468,632.5,1,40
35,5,405,570.0,40,40
36,5,453,757.5,1,40
37,5,391,741.5,40,40
38,5,494,784.0,1,40
39,4,454,660.5,40,40
40,5,520,703.5,1,40
41,4,341,780.5,40,40
42,5,547,753.0,1,40
43,5,588,611.5,40,40
44,5,370,647.5,1,40
45,5,394,746.0,40,40
46,5,258,527.5,1,40
47,4,444,721.5,40,40
48,5,475,655.0,1,40
49,5,615,724.5,40,40
50,4,345,580.0,1,40
51,4,281,765.5,40,40
52,4,270,677.5,1,40
53,5,256,596.0,40,40
54,5,553,758.0,1,40
55,4,506,623.0,40,40
56,5,469,780.0,1,40
57,5,474,733.5,40,40
58,5,465,568.0,1,40
59,5,419,614.0,40,40
60,5,672,573.0,1,40
61,5,388,791.0,40,40
62,5,336,737.5,1,40
63,4,488,798.5,40,40
64,4,404,733.0,1,40
65,3,192,645.0,40,40
66,5,516,529.0,1,40
67,5,658,746.0,40,40
68,5,631,589.0,1,40
69,5,543,694.5,40,40
70,5,587,541.5,1,40
71,5,419,651.0,40,40
72,4,350,805.0,1,40
73,4,444,635.0,40,40
