"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","102",1
"2","104",2
"3","110",3
"4","136",4
"5","138",4
"6","174",4
"7","152",5
"8","192",5
"9","188",6
"10","172",7
"11","126",8
"12","190",9
"13","112",10
"14","146",10
"15","178",10
"16","108",11
"17","116",12
"18","142",12
"19","148",12
"20","128",13
"21","198",13
"22","106",14
"23","122",14
"24","134",14
"25","164",14
"26","168",14
"27","118",15
"28","124",15
"29","162",16
"30","186",16
"31","130",17
"32","114",18
"33","132",18
"34","176",19
"35","158",20
"36","156",21
"37","150",22
"38","166",23
"39","140",24
"40","144",25
"41","160",25
"42","170",25
"43","120",26
"44","180",26
"45","182",26
"47","184",27
"46","196",27
"49","131",27
"48","200",27
"51","194",28
"52","109",29
"50","68",29
"53","105",30
"55","111",30
"54","101",31
"56","175",32
"57","113",33
"58","123",33
"59","141",34
"74","161",34
"60","169",34
"63","107",34
"61","135",34
"67","121",35
"76","177",35
"81","189",36
"82","191",37
"66","119",38
"79","185",39
"69","137",40
"65","117",41
"73","147",42
"72","145",43
"71","143",44
"62","103",45
"68","133",46
"70","139",46
"78","183",46
"64","115",47
"75","171",47
"80","187",47
"86","129",47
"77","179",47
"96","195",48
"92","167",49
"87","151",50
"89","159",51
"88","155",52
"85","127",53
"91","165",53
"83","8",53
"94","181",54
"84","125",55
"90","163",56
"98","28",57
"99","44",57
"93","173",57
"107","98",57
"101","72",57
"102","36",58
"111","62",58
"114","6",59
"103","60",59
"104","66",59
"105","80",59
"113","16",59
"106","4",59
"115","64",59
"108","34",59
"109","38",59
"110","100",60
"119","32",60
"116","10",61
"121","24",61
"120","2",62
"122","52",62
"123","18",63
"124","78",64
"125","96",64
"126","20",65
"127","48",65
"128","30",66
"129","86",66
"130","54",67
"131","12",68
"132","46",68
"133","56",68
"134","74",68
"135","22",69
"136","92",69
"137","14",70
"138","82",70
"139","90",70
"140","84",71
"141","50",72
"142","70",73
"143","40",74
"144","26",75
"95","193",75
"97","197",75
"100","153",76
"145","58",76
"146","76",76
"112","157",76
"147","42",76
"117","149",76
"148","88",76
"118","199",76
"149","94",76
"151","154",76
"150","5",76
"174","51",77
"179","61",78
"185","71",79
"191","83",80
"194","89",80
"195","9",81
"152","1",82
"198","95",82
"172","47",83
"184","7",83
"183","69",84
"156","17",85
"182","67",86
"180","63",87
"177","57",88
"187","75",88
"188","77",89
"153","11",90
"159","23",90
"178","59",91
"196","91",91
"171","45",92
"163","3",93
"165","33",94
"189","79",94
"193","87",94
"158","21",95
"155","15",96
"175","53",96
"157","19",97
"168","39",98
"190","81",98
"199","97",99
"154","13",100
"160","25",100
"167","37",100
"169","41",100
"166","35",101
"186","73",101
"197","93",101
"161","27",102
"192","85",102
"164","31",103
"170","43",103
"162","29",104
"176","55",104
"181","65",104
"200","99",104
"173","49",105
