"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","107",1
"2","109",1
"3","111",2
"4","101",3
"5","103",3
"6","105",3
"7","113",3
"8","151",3
"9","161",3
"10","175",3
"11","177",3
"12","193",3
"13","117",4
"14","119",4
"15","123",4
"16","139",4
"17","157",4
"18","169",4
"19","185",4
"20","121",5
"21","147",5
"22","187",5
"23","141",6
"24","159",6
"25","145",7
"26","165",7
"27","149",8
"28","137",9
"29","155",9
"30","163",9
"31","181",9
"32","129",10
"33","135",10
"34","153",10
"35","125",11
"36","143",12
"37","173",12
"38","191",13
"39","127",14
"40","189",14
"41","183",15
"42","167",16
"43","171",16
"44","131",17
"45","115",18
"46","133",18
"47","179",19
"48","195",20
"49","197",21
"50","194",22
"51","178",23
"52","199",24
"53","168",25
"55","104",26
"54","102",27
"59","112",28
"57","108",29
"77","152",30
"83","174",31
"64","126",32
"69","136",32
"58","110",33
"70","138",34
"89","190",34
"66","130",35
"80","164",35
"88","188",36
"74","146",37
"87","186",38
"62","122",39
"78","158",40
"79","162",40
"60","114",41
"76","150",41
"85","180",41
"68","134",42
"56","106",43
"63","124",43
"75","148",43
"82","172",43
"90","192",43
"72","142",44
"84","176",44
"86","184",44
"94","198",44
"92","156",45
"97","196",46
"100","7",47
"98","47",48
"99","69",49
"102","1",50
"103","41",50
"108","79",50
"110","89",50
"111","91",50
"61","118",50
"65","128",50
"67","132",50
"71","140",50
"73","144",50
"81","166",50
"91","116",51
"93","170",51
"115","25",51
"121","59",51
"96","182",51
"104","51",52
"105","61",52
"106","71",52
"107","77",52
"109","83",52
"112","95",52
"126","63",52
"128","37",53
"113","17",53
"114","21",53
"116","31",53
"117","35",53
"131","39",53
"118","45",53
"119","49",53
"132","5",53
"120","53",53
"133","57",53
"122","67",53
"123","75",53
"124","81",53
"125","9",53
"136","99",53
"127","15",53
"137","11",53
"129","13",53
"130","27",53
"134","85",54
"139","87",54
"135","97",54
"138","33",55
"141","3",55
"140","93",55
"142","29",56
"143","73",56
"145","43",57
"95","160",57
"146","19",57
"147","23",57
"101","120",57
"148","55",57
"144","200",57
"149","65",57
"150","154",58
"194","86",58
"155","16",59
"198","94",60
"189","78",61
"162","28",62
"165","34",62
"166","36",62
"156","18",63
"168","4",64
"176","54",64
"153","12",65
"152","100",66
"157","2",66
"163","30",67
"164","32",67
"171","44",67
"179","6",67
"197","92",67
"182","64",68
"161","26",69
"183","66",69
"180","60",70
"200","98",70
"159","22",71
"167","38",71
"172","46",71
"186","72",71
"187","74",71
"190","8",71
"191","80",71
"193","84",71
"160","24",72
"170","42",72
"174","50",72
"175","52",72
"177","56",72
"178","58",72
"181","62",72
"185","70",72
"195","88",72
"199","96",72
"151","10",73
"154","14",73
"158","20",73
"169","40",73
"173","48",73
"184","68",73
"188","76",73
"192","82",73
"196","90",73
