"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","109",1
"2","105",2
"3","107",3
"4","121",4
"5","189",5
"6","191",5
"7","101",6
"8","175",6
"9","123",7
"10","169",8
"11","113",9
"12","141",9
"13","111",10
"14","135",11
"15","129",12
"16","183",13
"20","195",14
"17","185",14
"18","131",15
"19","177",15
"22","127",16
"21","161",16
"23","103",17
"25","119",18
"24","157",18
"26","163",19
"28","117",19
"27","153",19
"29","147",20
"31","145",21
"32","173",21
"34","187",22
"30","171",22
"33","143",23
"36","149",24
"37","181",24
"35","139",24
"38","197",24
"40","167",25
"41","110",25
"39","151",25
"48","118",25
"42","155",25
"43","159",25
"44","165",26
"46","125",27
"50","128",27
"45","115",27
"47","133",28
"53","137",28
"49","179",28
"57","104",28
"58","112",28
"52","199",28
"59","134",28
"54","193",28
"55","116",29
"61","126",29
"60","192",29
"51","71",29
"62","190",29
"56","1",29
"66","108",29
"67","130",30
"63","176",30
"72","174",30
"71","162",31
"65","102",32
"70","152",32
"68","138",33
"64","186",33
"69","150",34
"75","188",34
"73","182",34
"74","114",35
"76","106",36
"78","148",36
"84","51",36
"87","146",36
"85","7",36
"88","164",36
"90","178",36
"77","124",36
"86","91",36
"96","97",36
"79","156",36
"92","168",36
"93","5",37
"95","77",38
"97","3",38
"98","95",39
"99","21",40
"80","196",40
"83","132",41
"104","33",41
"81","142",41
"108","136",41
"109","15",42
"110","45",42
"94","69",42
"112","59",42
"106","158",42
"100","57",42
"101","61",42
"102","89",42
"111","122",42
"103","73",42
"117","79",42
"113","140",42
"82","180",42
"105","9",42
"107","11",43
"89","170",43
"114","67",43
"115","172",44
"122","93",44
"123","49",45
"126","81",46
"124","35",47
"125","53",47
"91","144",47
"127","39",47
"128","41",47
"130","13",48
"133","99",49
"129","85",49
"131","17",50
"132","75",50
"136","23",50
"134","25",50
"135","27",51
"137","31",52
"138","37",52
"139","43",52
"140","29",53
"141","19",54
"143","4",54
"142","55",54
"116","198",54
"144","63",54
"146","87",55
"120","166",55
"121","184",55
"147","65",55
"148","47",56
"118","120",56
"119","160",56
"145","80",56
"149","194",57
"150","200",58
"192","83",58
"188","76",59
"164","30",60
"151","154",60
"184","68",60
"156","16",61
"183","66",62
"190","8",62
"167","36",63
"196","90",64
"179","6",65
"173","48",66
"158","2",67
"163","28",68
"176","54",69
"153","100",70
"165","32",71
"194","86",72
"195","88",73
"161","24",74
"186","72",75
"197","92",75
"166","34",76
"189","78",77
"199","96",78
"154","12",79
"157","18",80
"168","38",80
"180","60",81
"200","98",81
"187","74",82
"169","40",83
"181","62",83
"175","52",84
"193","84",85
"152","10",86
"160","22",86
"172","46",86
"177","56",86
"182","64",86
"159","20",87
"191","82",87
"155","14",88
"162","26",88
"170","42",88
"171","44",88
"174","50",89
"178","58",89
"185","70",89
"198","94",90
