node,hopcount,latency,power,deploymentPenalty,cost
0,4,268,655.0,40,40
1,5,390,764.5,1,40
2,5,362,805.5,40,40
3,5,394,714.5,1,40
4,3,202,781.5,40,40
5,4,332,805.5,1,40
6,4,278,664.0,40,40
7,4,213,681.0,1,40
8,4,248,690.0,40,40
9,5,355,783.0,1,40
10,5,330,789.5,40,40
11,6,466,590.5,1,40
12,5,414,772.5,40,40
13,5,496,691.0,1,40
14,5,388,745.0,40,40
15,4,270,824.0,1,40
16,4,318,709.5,40,40
17,5,430,584.5,1,40
18,5,393,669.0,40,40
19,5,385,815.0,1,40
20,5,376,693.0,40,40
21,5,452,782.0,1,40
22,5,321,818.5,40,40
23,5,263,838.0,1,40
24,5,414,716.5,40,40
25,5,510,609.0,1,40
26,5,444,769.0,40,40
27,5,304,579.5,1,40
28,5,462,806.0,40,40
29,6,420,725.0,1,40
30,5,468,651.0,40,40
31,5,290,816.5,1,40
32,5,370,780.5,40,40
33,5,412,559.0,1,40
34,5,432,632.5,40,40
35,5,346,570.0,1,40
36,5,414,757.5,40,40
37,5,352,741.5,1,40
38,5,398,784.0,40,40
39,6,508,660.5,1,40
40,5,424,703.5,40,40
41,6,542,780.5,1,40
42,5,466,753.0,40,40
43,5,309,611.5,1,40
44,5,353,647.5,40,40
45,5,456,746.0,1,40
46,5,320,527.5,40,40
47,6,423,721.5,1,40
48,6,664,655.0,40,40
49,5,501,724.5,1,40
50,4,232,580.0,40,40
51,5,404,765.5,1,40
52,6,386,677.5,40,40
53,5,458,596.0,1,40
54,5,507,758.0,40,40
55,5,470,623.0,1,40
56,5,303,780.0,40,40
57,5,536,733.5,1,40
58,5,426,568.0,40,40
59,5,380,614.0,1,40
60,4,238,573.0,40,40
61,4,301,791.0,1,40
62,5,300,737.5,40,40
63,5,324,798.5,1,40
64,5,576,733.0,40,40
65,5,375,645.0,1,40
66,5,404,529.0,40,40
67,2,42,746.0,1,40
68,5,309,589.0,40,40
69,5,504,694.5,1,40
70,4,310,541.5,40,40
71,5,340,651.0,1,40
72,5,432,805.0,40,40
73,5,468,635.0,1,40
74,5,340,626.0,40,40
75,6,534,718.5,1,40
76,5,436,545.0,40,40
77,5,448,533.0,1,40
78,5,366,681.0,40,40
79,5,380,650.0,1,40
80,5,396,659.5,40,40
81,5,490,749.5,1,40
82,4,318,566.0,40,40
83,5,488,813.0,1,40
84,5,440,646.0,40,40
85,5,386,822.0,1,40
86,4,427,796.5,40,40
87,6,564,682.5,1,40
88,4,238,711.0,40,40
89,5,476,807.5,1,40
90,5,366,614.0,40,40
91,5,462,753.5,1,40
92,5,436,786.5,40,40
93,5,599,542.0,1,40
94,4,330,579.0,40,40
95,5,384,803.5,1,40
96,5,404,778.5,40,40
97,4,222,800.0,1,40
98,5,488,780.0,40,40
99,5,410,714.0,1,40
100,4,340,527.5,40,1
101,4,260,557.0,1,1
102,5,468,659.5,40,1
103,4,270,567.0,1,1
104,4,296,541.0,40,1
105,5,492,750.0,1,1
106,5,336,657.0,40,1
107,5,486,668.0,1,1
108,3,196,715.5,40,1
109,4,218,652.0,1,1
110,4,234,715.0,40,1
111,5,496,572.5,1,1
112,4,332,577.0,40,1
113,6,547,797.5,1,1
114,5,503,763.5,40,1
115,5,473,759.0,1,1
116,5,497,552.0,40,1
117,5,389,819.0,1,1
118,5,443,565.5,40,1
119,6,730,741.5,1,1
120,5,371,661.5,40,1
121,6,525,651.5,1,1
122,4,361,540.5,40,1
123,5,459,815.5,1,1
124,6,705,551.5,40,1
125,5,449,542.0,1,1
126,6,560,796.0,40,1
127,5,404,808.5,1,1
128,6,522,541.0,40,1
129,6,580,563.0,1,1
130,1,0,820.5,40,1
131,5,527,821.5,1,1
132,5,483,824.5,40,1
133,6,393,809.5,1,1
134,4,439,609.5,40,1
135,5,329,540.0,1,1
136,5,483,553.5,40,1
137,5,300,573.5,1,1
138,6,483,663.5,40,1
139,6,651,653.0,1,1
140,4,397,590.5,40,1
141,5,465,768.0,1,1
142,6,454,770.5,40,1
143,6,716,657.5,1,1
144,5,519,574.0,40,1
145,6,446,586.0,1,1
146,5,545,531.5,40,1
147,5,535,691.0,1,1
148,7,723,740.5,40,1
149,6,638,624.0,1,1
150,6,639,540.5,40,1
151,5,362,645.5,1,1
152,6,661,766.0,40,1
153,6,490,7500.0,1,1
154,6,568,613.0,40,1
155,6,617,620.0,1,1
156,7,627,690.0,40,1
157,6,582,771.0,1,1
158,6,545,716.0,40,1
159,6,678,704.0,1,1
160,5,306,673.0,40,1
161,6,559,630.0,1,1
162,6,661,749.5,40,1
163,6,542,679.5,1,1
164,6,672,558.0,40,1
165,6,639,726.0,1,1
166,6,522,838.5,40,1
167,6,521,604.5,1,1
168,4,373,668.0,40,1
169,5,648,801.5,1,1
170,6,492,684.0,40,1
171,5,344,768.0,1,1
172,6,900,594.0,40,1
173,5,279,545.0,1,1
174,4,319,581.5,40,1
175,6,602,717.0,1,1
176,5,378,623.5,40,1
177,6,448,722.5,1,1
178,5,538,818.0,40,1
179,6,700,739.0,1,1
180,6,679,574.0,40,1
181,5,656,771.5,1,1
182,5,491,809.0,40,1
183,6,794,802.0,1,1
184,5,410,622.0,40,1
185,5,563,596.0,1,1
186,5,502,738.0,40,1
187,5,422,606.0,1,1
188,5,362,807.0,40,1
189,5,480,551.5,1,1
190,5,449,561.0,40,1
191,5,393,663.0,1,1
