node,hopcount,latency,power,deploymentPenalty,cost
0,4,246,655.0,40,40
1,4,243,764.5,1,40
2,3,227,805.5,40,40
3,4,262,714.5,1,40
4,5,416,781.5,40,40
5,4,257,805.5,1,40
6,4,293,664.0,40,40
7,4,405,681.0,1,40
8,6,462,690.0,40,40
9,5,547,783.0,1,40
10,6,505,789.5,40,40
11,5,319,590.5,1,40
12,5,339,772.5,40,40
13,5,421,691.0,1,40
14,5,366,745.0,40,40
15,5,445,824.0,1,40
16,6,532,709.5,40,40
17,5,445,584.5,1,40
18,5,585,669.0,40,40
19,5,577,815.0,1,40
20,5,354,693.0,40,40
21,5,467,782.0,1,40
22,5,513,818.5,40,40
23,5,455,838.0,1,40
24,6,589,716.5,40,40
25,5,435,609.0,1,40
26,5,369,769.0,40,40
27,6,479,579.5,1,40
28,5,387,806.0,40,40
29,5,288,725.0,1,40
30,5,393,651.0,40,40
31,6,465,816.5,1,40
32,5,348,780.5,40,40
33,6,587,559.0,1,40
34,5,357,632.5,40,40
35,5,324,570.0,1,40
36,6,589,757.5,40,40
37,6,527,741.5,1,40
38,5,413,784.0,40,40
39,4,373,660.5,1,40
40,5,439,703.5,40,40
41,5,395,780.5,1,40
42,5,553,753.0,40,40
43,6,484,611.5,1,40
44,5,370,647.5,40,40
45,5,471,746.0,1,40
46,5,335,527.5,40,40
47,4,363,721.5,1,40
48,5,392,655.0,40,40
49,6,676,724.5,1,40
50,5,399,580.0,40,40
51,5,335,765.5,1,40
52,5,324,677.5,40,40
53,5,333,596.0,1,40
54,5,594,758.0,40,40
55,5,395,623.0,1,40
56,5,388,780.0,40,40
57,5,551,733.5,1,40
58,6,601,568.0,40,40
59,6,555,614.0,1,40
60,5,591,573.0,40,40
61,6,411,791.0,1,40
62,5,486,737.5,40,40
63,4,407,798.5,1,40
64,4,438,733.0,40,40
65,5,494,645.0,1,40
66,5,491,529.0,40,40
67,6,547,746.0,1,40
68,5,550,589.0,40,40
69,6,737,694.5,1,40
70,6,498,541.5,40,40
71,6,473,651.0,1,40
72,4,269,805.0,40,40
73,4,363,635.0,1,40
74,4,259,626.0,40,40
75,5,417,718.5,1,40
76,5,340,545.0,40,40
77,5,401,533.0,1,40
78,6,493,681.0,40,40
79,5,391,650.0,1,40
80,5,397,659.5,40,40
81,5,577,749.5,1,40
82,5,459,566.0,40,40
83,4,289,813.0,1,40
84,5,527,646.0,40,40
85,5,343,822.0,1,40
86,6,582,796.5,40,40
87,2,159,682.5,1,40
88,4,495,711.0,40,40
89,5,505,807.5,1,40
90,4,333,614.0,40,40
91,5,387,753.5,1,40
92,4,271,786.5,40,40
93,4,432,542.0,1,40
94,5,348,579.0,40,40
95,5,407,803.5,1,40
96,5,421,778.5,40,40
97,5,469,800.0,1,40
98,5,575,780.0,40,40
99,4,293,714.0,1,40
100,5,497,527.5,40,1
101,5,425,557.0,1,1
102,5,555,659.5,40,1
103,5,304,567.0,1,1
104,5,316,541.0,40,1
105,3,231,750.0,1,1
106,5,481,657.0,40,1
107,4,301,668.0,1,1
108,5,527,715.5,40,1
109,5,374,652.0,1,1
110,5,415,715.0,40,1
111,4,365,572.5,1,1
112,4,333,577.0,40,1
113,6,451,797.5,1,1
114,6,668,763.5,40,1
115,6,629,759.0,1,1
116,5,498,552.0,40,1
117,6,545,819.0,1,1
118,5,444,565.5,40,1
119,6,817,741.5,1,1
120,6,527,661.5,40,1
121,6,612,651.5,1,1
122,6,692,540.5,40,1
123,6,477,815.5,1,1
124,6,792,551.5,40,1
125,6,469,542.0,1,1
126,6,589,796.0,40,1
127,6,560,808.5,1,1
128,6,667,541.0,40,1
129,5,449,563.0,1,1
130,7,723,820.5,40,1
131,5,528,821.5,1,1
132,6,730,824.5,40,1
133,6,538,809.5,1,1
134,6,770,609.5,40,1
135,6,494,540.0,1,1
136,6,624,553.5,40,1
137,6,481,573.5,1,1
138,6,484,663.5,40,1
139,5,466,653.0,1,1
140,6,728,590.5,40,1
141,6,646,768.0,1,1
142,7,629,770.5,40,1
143,5,517,657.5,1,1
144,6,553,574.0,40,1
145,6,477,586.0,1,1
146,5,546,531.5,40,1
147,6,692,691.0,1,1
148,1,0,740.5,40,1
149,6,649,624.0,1,1
150,6,564,540.5,40,1
151,5,363,645.5,1,1
152,5,530,766.0,40,1
153,5,409,7500.0,1,1
154,6,521,613.0,40,1
155,6,634,620.0,1,1
156,3,222,690.0,40,1
157,6,507,771.0,1,1
158,7,720,716.0,40,1
159,4,417,704.0,1,1
160,6,487,673.0,40,1
161,5,428,630.0,1,1
162,5,530,749.5,40,1
163,5,425,679.5,1,1
164,6,759,558.0,40,1
165,6,640,726.0,1,1
166,4,261,838.5,40,1
167,6,478,604.5,1,1
168,5,349,668.0,40,1
169,5,649,801.5,1,1
170,6,579,684.0,40,1
171,5,517,768.0,1,1
172,5,762,594.0,40,1
173,6,460,545.0,1,1
174,5,593,581.5,40,1
175,6,625,717.0,1,1
176,5,407,623.5,40,1
177,6,463,722.5,1,1
178,5,637,818.0,40,1
179,5,535,739.0,1,1
180,5,514,574.0,40,1
181,6,676,771.5,1,1
182,6,511,809.0,40,1
183,5,609,802.0,1,1
184,5,667,622.0,40,1
185,5,564,596.0,1,1
186,5,470,738.0,40,1
187,5,445,606.0,1,1
188,5,429,807.0,40,1
189,6,619,551.5,1,1
190,5,559,561.0,40,1
191,6,500,663.0,1,1
192,6,993,664.5,40,1
193,7,747,586.5,1,1
194,6,639,810.5,40,1
195,7,781,618.0,1,1
196,6,756,666.0,40,1
197,7,684,595.5,1,1
198,7,966,748.5,40,1
199,8,924,734.0,1,1
