"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","112",1
"2","106",2
"3","148",3
"4","164",3
"5","152",4
"6","130",5
"7","162",5
"8","188",5
"9","104",6
"10","146",7
"11","168",7
"12","180",7
"13","102",8
"14","108",8
"15","110",8
"16","160",8
"17","174",8
"18","178",8
"19","186",8
"20","138",9
"21","158",10
"22","132",11
"23","122",12
"24","126",13
"25","166",13
"26","192",13
"27","136",14
"28","114",15
"29","156",16
"30","170",17
"32","124",18
"33","134",18
"34","190",19
"35","140",20
"36","176",20
"37","150",21
"38","142",22
"39","120",23
"40","172",24
"42","116",25
"46","182",26
"44","118",26
"45","128",26
"31","144",26
"47","184",26
"49","187",26
"41","198",26
"50","101",26
"43","194",26
"48","196",27
"52","113",27
"55","177",28
"57","119",29
"53","105",29
"67","167",29
"56","117",29
"51","100",29
"61","111",29
"62","139",29
"54","147",29
"65","157",29
"60","109",30
"69","193",30
"64","155",31
"68","175",32
"58","103",33
"63","153",33
"66","163",33
"73","151",33
"59","107",33
"72","149",34
"74","161",34
"75","169",34
"76","171",34
"70","127",35
"77","189",35
"78","123",35
"81","191",36
"86","137",37
"71","143",37
"84","129",37
"79","131",37
"90","165",37
"83","125",38
"87","141",39
"92","181",39
"80","183",39
"88","145",40
"82","121",41
"85","135",41
"89","159",42
"100","78",42
"94","197",42
"97","4",42
"101","8",42
"96","36",43
"98","54",43
"102","94",43
"103","133",43
"99","66",43
"104","88",44
"106","18",45
"107","28",45
"108","30",45
"109","80",45
"110","92",45
"111","44",46
"112","56",47
"113","72",47
"114","74",47
"115","86",48
"117","2",49
"118","46",49
"119","98",50
"121","16",50
"120","6",50
"123","24",51
"124","32",51
"125","22",52
"126","38",52
"128","62",53
"129","64",53
"130","90",53
"132","60",54
"133","10",55
"134","82",56
"93","185",56
"135","34",56
"137","68",56
"91","173",56
"95","115",57
"138","58",57
"140","20",58
"141","52",58
"127","84",58
"131","12",59
"142","96",59
"136","48",59
"147","200",59
"139","40",59
"143","14",60
"105","179",60
"144","42",60
"116","199",60
"145","26",60
"151","154",60
"122","195",60
"150","49",60
"148","50",60
"149","70",60
"146","76",60
"172","47",61
"152","1",62
"184","7",63
"182","67",64
"188","77",65
"190","81",65
"179","61",66
"185","71",66
"187","75",67
"186","73",68
"197","93",68
"173","5",69
"183","69",70
"191","83",70
"198","95",71
"158","21",72
"165","33",72
"155","15",73
"168","39",73
"199","97",73
"163","3",74
"200","99",75
"169","41",76
"180","63",76
"195","9",76
"177","57",77
"178","59",77
"196","91",78
"153","11",79
"156","17",79
"159","23",79
"171","45",79
"192","85",79
"170","43",80
"189","79",81
"193","87",82
"157","19",83
"176","55",83
"154","13",84
"174","51",84
"160","25",85
"166","35",85
"167","37",85
"175","53",85
"181","65",85
"194","89",85
"161","27",86
"162","29",86
"164","31",86
