"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","105",1
"2","109",2
"3","107",3
"4","121",4
"5","189",5
"6","191",6
"7","101",7
"8","175",7
"9","123",8
"10","169",9
"11","113",10
"12","141",11
"13","111",12
"14","135",13
"15","129",14
"16","183",14
"17","185",15
"18","131",16
"19","127",17
"20","177",17
"21","195",17
"22","161",18
"23","103",19
"25","119",20
"24","157",20
"26","153",21
"27","163",21
"30","117",21
"34","147",22
"31","173",22
"32","187",22
"33","145",23
"36","181",24
"28","171",24
"38","197",24
"29","143",24
"35","149",25
"39","110",25
"37","139",25
"40","167",26
"41","151",27
"50","71",27
"42","155",27
"43","159",27
"44","165",28
"55","1",28
"45","125",28
"46","115",29
"52","137",29
"78","51",29
"48","133",29
"49","179",29
"85","7",29
"70","3",30
"53","193",30
"54","199",30
"94","91",30
"97","97",30
"77","5",31
"84","69",31
"86","73",31
"88","77",31
"80","57",32
"96","95",32
"82","61",33
"47","118",33
"67","21",33
"71","33",33
"81","59",33
"92","89",33
"65","15",34
"75","45",34
"83","67",34
"93","9",34
"63","11",35
"51","128",35
"89","79",35
"95","93",35
"76","49",36
"90","81",37
"64","13",38
"73","39",38
"98","99",38
"68","23",39
"79","53",39
"72","35",40
"74","41",40
"60","116",40
"66","17",40
"91","85",40
"58","134",40
"69","27",40
"87","75",41
"56","104",41
"100","25",41
"103","37",41
"57","112",41
"59","192",42
"102","31",42
"104","43",42
"61","126",42
"101","29",42
"105","19",43
"62","190",43
"107","55",43
"108","63",44
"109","65",45
"111","87",45
"112","176",45
"106","47",45
"110","83",46
"99","108",46
"113","162",47
"114","152",48
"115","130",49
"116","174",49
"117","102",50
"118","138",51
"120","188",52
"125","186",52
"124","114",53
"119","146",53
"126","148",53
"127","106",54
"128","124",55
"121","164",55
"122","168",55
"123","178",55
"130","156",56
"136","150",56
"135","196",56
"129","136",56
"138","182",56
"139","132",57
"131","158",57
"132","122",58
"133","140",59
"141","142",59
"142","180",60
"143","170",61
"140","172",61
"144","198",62
"134","4",62
"137","80",63
"153","76",64
"147","30",65
"152","68",66
"161","144",66
"145","16",66
"164","166",66
"166","184",66
"151","66",66
"154","8",66
"155","90",67
"159","120",67
"163","160",67
"148","36",67
"167","194",67
"149","48",67
"169","200",67
"150","6",67
"162","154",67
"146","2",67
"157","100",68
"183","54",69
"173","28",70
"174","32",71
"196","88",71
"190","72",72
"195","86",72
"197","92",73
"171","24",74
"176","38",74
"199","96",74
"158","12",75
"186","60",76
"191","74",76
"200","98",76
"177","40",77
"175","34",78
"187","62",78
"165","18",79
"182","52",80
"192","78",80
"156","10",81
"170","22",81
"180","46",81
"188","64",81
"194","84",81
"184","56",82
"193","82",83
"168","20",84
"160","14",85
"172","26",85
"178","42",85
"179","44",85
"198","94",85
"189","70",86
"181","50",87
"185","58",87
