node,hopcount,latency,power,deploymentPenalty,cost
0,3,124,655.0,1,40
1,3,322,764.5,40,40
2,3,198,805.5,1,40
3,3,170,714.5,40,40
4,2,58,781.5,1,40
5,2,168,805.5,40,40
6,3,134,664.0,1,40
7,3,69,681.0,40,40
8,3,104,690.0,1,40
9,4,211,783.0,40,40
10,3,168,789.5,1,40
11,4,398,590.5,40,40
12,3,250,772.5,1,40
13,3,332,691.0,40,40
14,4,244,745.0,1,40
15,2,108,824.0,40,40
16,3,174,709.5,1,40
17,4,286,584.5,40,40
18,4,249,669.0,1,40
19,4,241,815.0,40,40
20,4,232,693.0,1,40
21,4,308,782.0,40,40
22,4,177,818.5,1,40
23,4,119,838.0,40,40
24,3,252,716.5,1,40
25,3,346,609.0,40,40
26,3,280,769.0,1,40
27,3,142,579.5,40,40
28,3,298,806.0,1,40
29,4,196,725.0,40,40
30,3,304,651.0,1,40
31,3,128,816.5,40,40
32,4,226,780.5,1,40
33,3,250,559.0,40,40
34,3,268,632.5,1,40
35,4,202,570.0,40,40
36,3,252,757.5,1,40
37,3,190,741.5,40,40
38,4,254,784.0,1,40
39,4,344,660.5,40,40
40,4,280,703.5,1,40
41,4,474,780.5,40,40
42,4,217,753.0,1,40
43,3,147,611.5,40,40
44,2,93,647.5,1,40
45,4,312,746.0,40,40
46,4,176,527.5,1,40
47,4,334,721.5,40,40
48,4,300,655.0,1,40
49,3,323,724.5,40,40
50,4,478,580.0,1,40
51,3,242,765.5,40,40
52,4,403,677.5,1,40
53,4,174,596.0,40,40
54,3,330,758.0,1,40
55,3,306,623.0,40,40
56,3,141,780.0,1,40
57,4,340,733.5,40,40
58,3,264,568.0,1,40
59,3,218,614.0,40,40
60,3,94,573.0,1,40
61,3,157,791.0,40,40
62,3,138,737.5,1,40
63,3,162,798.5,40,40
64,4,327,733.0,1,40
65,4,181,645.0,40,40
66,4,434,529.0,1,40
67,3,218,746.0,40,40
68,3,147,589.0,1,40
69,3,342,694.5,40,40
70,3,166,541.5,1,40
71,3,178,651.0,40,40
72,4,240,805.0,1,40
73,4,334,635.0,40,40
74,4,344,626.0,1,40
75,4,496,718.5,40,40
76,4,370,545.0,1,40
77,3,286,533.0,40,40
78,3,216,681.0,1,40
79,4,358,650.0,40,40
80,4,252,659.5,1,40
81,4,267,749.5,40,40
82,3,174,566.0,1,40
83,4,260,813.0,40,40
84,4,338,646.0,1,40
85,3,224,822.0,40,40
86,3,283,796.5,1,40
87,4,266,682.5,40,40
88,3,94,711.0,1,40
89,3,312,807.5,40,40
90,3,204,614.0,1,40
91,3,298,753.5,40,40
92,3,272,786.5,1,40
93,3,435,542.0,40,40
94,4,256,579.0,1,40
95,3,220,803.5,40,40
96,2,144,778.5,1,40
97,3,240,800.0,40,40
98,3,274,780.0,1,40
99,3,260,714.0,40,40
100,3,196,527.5,1,1
101,1,0,557.0,40,1
102,4,434,659.5,1,1
103,4,182,567.0,40,1
104,3,152,541.0,1,1
105,4,243,750.0,40,1
106,3,230,657.0,1,1
107,3,300,668.0,40,1
108,3,304,715.5,1,1
