node,hopcount,latency,power,deploymentPenalty,cost
109,4,310,652.0,40,1
110,2,152,715.0,1,1
111,3,332,572.5,40,1
112,3,188,577.0,1,1
113,5,481,797.5,40,1
114,2,243,763.5,1,1
115,5,565,759.0,40,1
116,4,353,552.0,1,1
117,5,481,819.0,40,1
118,4,299,565.5,1,1
119,5,507,741.5,40,1
120,5,463,661.5,1,1
121,5,491,651.5,40,1
122,4,469,540.5,1,1
123,5,385,815.5,40,1
124,5,671,551.5,1,1
125,4,305,542.0,40,1
126,4,396,796.0,1,1
127,5,496,808.5,40,1
128,4,416,541.0,1,1
129,4,416,563.0,40,1
130,4,260,820.5,1,1
131,4,383,821.5,40,1
132,4,501,824.5,1,1
133,4,287,809.5,40,1
134,4,547,609.5,1,1
135,2,69,540.0,40,1
136,4,339,553.5,1,1
137,3,218,573.5,40,1
138,5,339,663.5,1,1
139,4,465,653.0,40,1
140,4,505,590.5,1,1
141,3,383,768.0,40,1
142,4,292,770.5,1,1
143,5,488,657.5,40,1
144,5,431,574.0,1,1
145,5,476,586.0,40,1
146,4,401,531.5,1,1
147,4,391,691.0,40,1
148,5,425,740.5,1,1
149,5,616,624.0,40,1
150,4,475,540.5,1,1
151,4,218,645.5,40,1
152,4,497,766.0,1,1
153,5,494,7500.0,40,1
154,4,406,613.0,1,1
155,3,357,620.0,40,1
156,5,329,690.0,1,1
157,4,418,771.0,40,1
158,4,383,716.0,1,1
159,5,429,704.0,40,1
160,3,224,673.0,1,1
161,4,395,630.0,40,1
162,4,497,749.5,1,1
163,4,392,679.5,40,1
164,5,638,558.0,1,1
165,5,495,726.0,40,1
166,5,273,838.5,1,1
167,4,359,604.5,40,1
168,4,348,668.0,1,1
169,4,504,801.5,40,1
170,5,533,684.0,1,1
171,2,84,768.0,40,1
172,4,432,594.0,1,1
173,3,197,545.0,40,1
174,4,427,581.5,1,1
175,4,374,717.0,40,1
176,4,374,623.5,1,1
177,4,344,722.5,40,1
178,4,636,818.0,1,1
179,4,536,739.0,40,1
180,4,515,574.0,1,1
181,4,512,771.5,40,1
182,4,347,809.0,1,1
183,4,608,802.0,40,1
184,4,266,622.0,1,1
185,4,419,596.0,40,1
186,4,437,738.0,1,1
187,4,300,606.0,40,1
188,4,380,807.0,1,1
189,4,368,551.5,40,1
190,5,541,561.0,1,1
191,4,411,663.0,40,1
192,4,385,664.5,1,1
193,5,628,586.5,40,1
194,6,621,810.5,1,1
195,5,530,618.0,40,1
196,5,611,666.0,1,1
197,4,421,595.5,40,1
198,6,821,748.5,1,1
199,5,661,734.0,40,1
