"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","122",1
"2","192",2
"3","188",3
"4","112",4
"5","124",5
"7","108",6
"8","106",7
"6","146",7
"9","162",8
"10","174",8
"11","130",9
"12","180",10
"13","110",11
"14","138",12
"15","104",13
"16","152",14
"17","178",14
"18","168",15
"19","164",16
"20","166",17
"21","134",18
"22","102",19
"24","148",20
"25","140",21
"26","176",21
"27","190",21
"28","142",22
"30","156",22
"31","120",23
"32","160",23
"33","172",23
"34","186",23
"37","184",24
"23","126",24
"35","103",25
"29","144",25
"36","158",26
"39","136",27
"38","132",27
"40","150",28
"42","118",29
"43","128",30
"41","114",30
"51","2",30
"52","72",31
"54","62",32
"55","8",33
"44","198",33
"59","12",33
"46","116",33
"47","170",33
"48","182",33
"66","4",33
"70","52",33
"73","6",33
"49","196",33
"64","30",33
"78","84",33
"79","86",33
"81","94",33
"62","24",34
"83","98",34
"58","100",35
"60","16",36
"80","90",37
"72","56",38
"71","54",39
"57","10",40
"63","28",40
"68","42",40
"74","74",40
"75","76",40
"82","96",40
"65","32",41
"69","48",41
"76","80",41
"45","165",41
"89","36",41
"61","20",41
"67","40",41
"77","82",41
"85","18",42
"90","38",43
"86","22",44
"102","92",44
"50","125",44
"100","78",44
"92","46",45
"95","60",46
"84","14",47
"87","26",48
"88","34",49
"97","66",50
"94","58",51
"101","88",51
"53","101",51
"56","143",52
"96","64",52
"98","68",52
"93","50",53
"104","109",54
"105","111",54
"107","194",54
"91","44",54
"103","105",55
"106","139",56
"109","107",56
"108","113",56
"110","171",57
"111","161",58
"113","200",58
"112","127",58
"115","177",59
"99","70",59
"118","95",59
"117","185",60
"116","167",60
"119","169",60
"120","175",61
"114","189",61
"122","163",61
"123","187",62
"124","123",63
"125","153",63
"128","141",64
"121","119",64
"126","117",65
"127","137",65
"129","183",66
"130","191",67
"137","129",67
"139","135",67
"133","155",67
"134","157",67
"140","181",67
"135","193",67
"138","133",67
"131","147",67
"141","131",67
"132","151",67
"136","121",68
"144","159",69
"142","145",70
"143","149",70
"147","154",70
"146","173",70
"145","179",70
"150","115",71
"156","197",71
"155","195",72
"157","199",73
"185","7",74
"191","81",74
"163","3",75
"174","5",76
"188","75",77
"176","53",78
"183","67",79
"159","23",80
"175","51",81
"148","1",82
"172","47",82
"193","85",82
"199","97",83
"187","73",84
"198","93",84
"170","43",85
"196","9",86
"197","91",87
"168","39",88
"192","83",88
"200","99",88
"151","13",89
"154","19",90
"153","17",91
"158","21",91
"165","33",91
"166","35",91
"169","41",91
"152","15",92
"177","55",92
"149","11",93
"161","27",93
"171","45",93
"186","71",93
"164","31",94
"173","49",94
"162","29",95
"182","65",96
"179","59",97
"190","79",97
"160","25",98
"167","37",98
"189","77",99
"194","87",100
"178","57",101
"180","61",102
"181","63",103
"184","69",103
"195","89",104
