"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","101",1
"2","105",2
"3","113",3
"4","109",4
"5","111",4
"6","103",5
"7","177",5
"8","107",6
"9","187",7
"10","161",8
"11","139",9
"12","157",10
"13","119",11
"14","151",12
"15","175",13
"16","189",13
"17","143",14
"18","193",15
"19","117",16
"20","123",17
"21","183",18
"22","185",18
"23","149",19
"24","127",20
"25","147",21
"26","169",21
"27","129",22
"28","141",22
"29","121",23
"30","159",23
"31","167",23
"32","145",24
"33","153",24
"34","155",24
"35","163",24
"36","165",24
"37","125",25
"38","135",25
"39","137",25
"40","173",25
"41","181",25
"42","115",26
"43","131",26
"44","191",27
"45","133",28
"46","171",28
"48","197",29
"47","168",29
"49","179",30
"50","195",31
"77","7",31
"53","1",32
"67","47",32
"51","199",32
"60","3",32
"69","5",32
"72","57",33
"75","63",33
"76","69",33
"83","81",33
"64","39",34
"81","77",34
"54","11",35
"65","41",35
"71","53",35
"74","61",35
"85","89",35
"89","95",35
"90","99",35
"79","73",36
"82","79",36
"87","91",36
"88","93",36
"66","45",37
"86","9",37
"56","15",38
"57","21",38
"61","33",38
"68","49",38
"84","87",38
"80","75",39
"55","13",40
"58","25",40
"63","37",40
"73","59",40
"78","71",40
"62","35",41
"70","51",41
"59","27",42
"100","83",42
"91","17",43
"99","67",43
"94","29",44
"95","31",44
"52","178",44
"102","97",44
"101","85",45
"93","23",46
"96","43",47
"92","19",48
"97","55",49
"98","65",50
"104","102",51
"103","104",51
"107","112",52
"109","174",52
"105","108",52
"106","110",52
"108","164",53
"112","136",53
"110","138",53
"111","158",54
"113","152",55
"114","172",55
"115","190",56
"116","134",57
"117","106",58
"118","192",59
"119","122",60
"120","126",61
"121","114",62
"122","162",62
"123","180",62
"124","188",62
"125","130",63
"129","86",63
"126","124",63
"127","146",63
"128","148",63
"130","132",64
"131","176",64
"132","140",65
"133","166",65
"134","194",65
"136","184",66
"137","142",67
"135","118",67
"138","128",68
"139","144",68
"147","150",68
"155","186",68
"140","198",68
"143","116",69
"145","120",69
"149","156",69
"151","160",69
"152","170",69
"154","182",69
"156","196",69
"159","200",70
"150","16",71
"148","154",72
"177","54",73
"142","100",74
"157","2",74
"169","4",74
"198","94",75
"164","30",76
"163","28",77
"172","44",77
"180","6",77
"197","92",78
"165","32",79
"153","18",80
"184","66",80
"187","72",80
"191","8",80
"192","80",80
"144","12",81
"167","36",81
"168","38",81
"183","64",81
"166","34",82
"181","60",82
"188","74",83
"190","78",83
"200","98",83
"160","22",84
"173","46",84
"176","52",85
"199","96",85
"179","58",86
"195","88",87
"194","84",88
"175","50",89
"186","70",89
"182","62",90
"171","42",91
"161","24",92
"178","56",93
"162","26",94
"174","48",94
"189","76",94
"170","40",95
"196","90",95
"146","14",96
"185","68",97
"141","10",98
"193","82",99
"158","20",100
