node,hopcount,latency,power,deploymentPenalty,cost
0,5,495,655.0,40,40
1,5,582,764.5,1,40
2,5,544,805.5,40,40
3,4,509,714.5,1,40
4,4,553,781.5,40,40
5,5,571,805.5,1,40
6,5,524,664.0,40,40
7,5,547,681.0,1,40
8,5,599,690.0,40,40
9,6,689,783.0,1,40
10,5,620,789.5,40,40
11,6,658,590.5,1,40
12,6,653,772.5,40,40
13,6,735,691.0,1,40
14,6,615,745.0,40,40
15,4,560,824.0,1,40
16,5,669,709.5,40,40
17,6,676,584.5,1,40
18,6,727,669.0,40,40
19,6,719,815.0,1,40
20,6,603,693.0,40,40
21,6,698,782.0,1,40
22,6,655,818.5,40,40
23,6,597,838.0,1,40
24,5,704,716.5,40,40
25,6,749,609.0,1,40
26,6,683,769.0,40,40
27,5,594,579.5,1,40
28,6,701,806.0,40,40
29,5,535,725.0,1,40
30,6,707,651.0,40,40
31,5,580,816.5,1,40
32,6,597,780.5,40,40
33,5,702,559.0,1,40
34,6,671,632.5,40,40
35,6,573,570.0,1,40
36,5,704,757.5,40,40
37,5,642,741.5,1,40
38,6,644,784.0,40,40
39,6,690,660.5,1,40
40,6,670,703.5,40,40
41,6,734,780.5,1,40
42,6,660,753.0,40,40
43,5,697,611.5,1,40
44,5,617,647.5,40,40
45,6,1173,746.0,1,40
46,5,831,527.5,40,40
47,6,680,721.5,1,40
48,5,639,655.0,40,40
49,5,676,724.5,1,40
50,6,738,580.0,40,40
51,5,694,765.5,1,40
52,5,725,677.5,40,40
53,6,564,596.0,1,40
54,6,721,758.0,40,40
55,6,709,623.0,1,40
56,5,593,780.0,40,40
57,6,693,733.5,1,40
58,5,789,568.0,40,40
59,5,670,614.0,1,40
60,5,589,573.0,40,40
61,5,652,791.0,1,40
62,4,576,737.5,40,40
63,5,614,798.5,1,40
64,5,732,733.0,40,40
65,6,676,645.0,1,40
66,6,639,529.0,40,40
67,5,713,746.0,1,40
68,5,599,589.0,40,40
69,5,794,694.5,1,40
70,5,661,541.5,40,40
71,5,630,651.0,1,40
72,6,586,805.0,40,40
73,6,680,635.0,1,40
74,5,603,626.0,40,40
75,4,472,718.5,1,40
76,5,587,545.0,40,40
77,5,738,533.0,1,40
78,5,783,681.0,40,40
79,5,718,650.0,1,40
80,4,487,659.5,40,40
81,6,719,749.5,1,40
82,5,669,566.0,40,40
83,6,606,813.0,1,40
84,6,675,646.0,40,40
85,5,676,822.0,1,40
86,5,778,796.5,40,40
87,5,597,682.5,1,40
88,5,589,711.0,40,40
89,4,513,807.5,1,40
90,5,724,614.0,40,40
91,6,844,753.5,1,40
92,6,588,786.5,40,40
93,5,726,542.0,1,40
94,5,595,579.0,40,40
95,4,497,803.5,1,40
96,5,535,778.5,40,40
97,5,573,800.0,1,40
98,5,627,780.0,40,40
99,5,587,714.0,1,40
100,4,455,527.5,40,1
101,5,611,557.0,1,1
102,5,765,659.5,40,1
103,5,786,567.0,1,1
104,4,600,541.0,40,1
105,4,525,750.0,1,1
106,3,438,657.0,40,1
107,6,618,668.0,1,1
108,5,578,715.5,40,1
109,4,556,652.0,1,1
110,4,505,715.0,40,1
111,5,543,572.5,1,1
112,3,423,577.0,40,1
113,6,698,797.5,1,1
114,6,854,763.5,40,1
115,5,811,759.0,1,1
116,4,588,552.0,40,1
117,5,727,819.0,1,1
118,4,534,565.5,40,1
119,7,959,741.5,1,1
120,5,709,661.5,40,1
121,6,822,651.5,1,1
122,6,743,540.5,40,1
123,6,724,815.5,1,1
124,6,1002,551.5,40,1
125,5,753,542.0,1,1
126,5,597,796.0,40,1
127,5,742,808.5,1,1
128,4,624,541.0,40,1
129,6,627,563.0,1,1
130,6,755,820.5,40,1
131,4,618,821.5,1,1
132,6,834,824.5,40,1
133,4,495,809.5,1,1
134,6,821,609.5,40,1
135,6,680,540.0,1,1
136,6,834,553.5,40,1
137,5,571,573.5,1,1
138,5,574,663.5,40,1
139,7,783,653.0,1,1
140,6,779,590.5,40,1
141,5,736,768.0,1,1
142,6,744,770.5,40,1
143,7,834,657.5,1,1
144,6,1035,574.0,40,1
145,7,681,586.0,1,1
146,4,636,531.5,40,1
147,5,650,691.0,1,1
148,6,756,740.5,40,1
149,6,976,624.0,1,1
150,7,1021,540.5,40,1
151,4,453,645.5,1,1
152,6,708,766.0,40,1
153,6,753,7500.0,1,1
