node,hopcount,latency,power,deploymentPenalty,cost
154,6,858,613.0,40,1
155,6,748,620.0,1,1
156,6,660,690.0,40,1
157,7,964,771.0,1,1
158,6,835,716.0,40,1
159,5,711,704.0,1,1
160,5,577,673.0,40,1
161,6,606,630.0,1,1
162,6,708,749.5,40,1
163,6,719,679.5,1,1
164,6,969,558.0,40,1
165,5,730,726.0,1,1
166,5,555,838.5,40,1
167,6,811,604.5,1,1
168,6,755,668.0,40,1
169,4,739,801.5,1,1
170,6,1231,684.0,40,1
171,6,695,768.0,1,1
172,6,1056,594.0,40,1
173,5,550,545.0,1,1
174,6,701,581.5,40,1
175,4,582,717.0,1,1
176,6,701,623.5,40,1
177,6,796,722.5,1,1
178,6,889,818.0,40,1
179,6,606,739.0,1,1
180,7,831,574.0,40,1
181,5,960,771.5,1,1
182,5,795,809.0,40,1
183,6,855,802.0,1,1
184,5,596,622.0,40,1
185,2,192,596.0,1,1
186,5,617,738.0,40,1
187,4,535,606.0,1,1
188,5,700,807.0,40,1
189,4,576,551.5,1,1
190,5,787,561.0,40,1
191,4,528,663.0,1,1
192,5,1083,664.5,40,1
193,7,1080,586.5,1,1
194,6,867,810.5,40,1
195,5,738,618.0,1,1
196,1,0,666.0,40,1
197,6,774,595.5,1,1
198,2,210,748.5,40,1
199,7,1014,734.0,1,1
