"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","122",1
"2","188",2
"3","192",3
"4","112",4
"5","124",5
"6","146",6
"10","108",6
"7","162",6
"11","106",6
"8","174",6
"9","180",6
"12","130",7
"13","110",8
"14","138",9
"15","104",10
"16","152",11
"17","178",12
"18","168",13
"19","164",14
"20","134",15
"21","166",15
"23","103",15
"24","102",16
"27","148",17
"22","126",17
"30","2",17
"31","72",17
"25","144",17
"26","165",18
"36","62",18
"37","190",19
"38","8",19
"29","158",19
"41","176",19
"28","125",19
"43","140",19
"46","12",20
"47","4",20
"52","6",21
"44","132",21
"53","84",21
"54","86",21
"49","156",22
"51","52",22
"33","101",22
"48","142",22
"50","30",22
"55","98",22
"56","24",23
"35","143",23
"58","136",23
"59","160",23
"57","94",23
"60","100",24
"62","118",24
"61","16",24
"64","56",25
"39","111",25
"32","105",25
"40","109",25
"34","139",25
"70","42",25
"71","90",25
"72","96",25
"74","128",26
"42","113",26
"75","150",26
"45","107",26
"80","54",26
"81","76",26
"78","10",27
"63","28",27
"85","172",27
"69","32",27
"83","74",27
"66","48",27
"67","80",27
"84","114",27
"90","198",27
"77","40",27
"65","171",27
"92","36",27
"94","82",27
"82","189",27
"79","18",27
"97","20",27
"87","38",27
"88","92",27
"100","95",27
"101","120",28
"68","127",28
"73","161",29
"91","22",29
"103","186",29
"93","46",29
"76","177",29
"86","185",30
"89","167",31
"99","78",31
"96","14",32
"98","60",32
"102","26",33
"111","116",33
"95","169",33
"104","34",34
"105","66",34
"106","175",35
"107","119",36
"116","170",36
"117","182",36
"108","153",36
"109","163",36
"110","58",37
"112","187",38
"118","3",38
"113","123",38
"123","7",38
"114","88",38
"128","184",38
"115","117",38
"119","137",39
"121","183",40
"122","191",41
"133","196",41
"124","157",41
"125","147",42
"134","81",42
"126","151",42
"138","194",42
"135","1",43
"120","141",43
"139","5",43
"127","155",43
"131","68",43
"132","133",44
"129","193",44
"142","47",44
"130","64",44
"137","131",45
"143","75",45
"136","121",45
"145","129",45
"141","181",45
"146","73",45
"144","93",45
"147","135",46
"140","50",46
"148","159",47
"149","53",47
"150","9",48
"151","149",49
"154","67",49
"152","145",50
"153","44",51
"176","91",51
"171","51",52
"161","23",53
"175","85",54
"164","33",55
"160","21",56
"166","39",56
"156","13",57
"172","70",57
"174","83",58
"177","97",58
"157","15",59
"168","43",59
"158","17",60
"165","35",61
"167","41",62
"169","45",63
"155","11",64
"162","27",64
"179","179",64
"178","99",64
"184","200",64
"159","19",64
"183","195",64
"173","71",64
"182","115",64
"170","49",64
"163","31",65
"186","173",65
"187","197",66
"180","29",66
"181","55",66
"185","79",67
"188","25",68
"192","154",68
"189","37",68
"190","59",68
"194","199",68
"193","65",68
"191","87",68
"199","77",69
"195","57",70
"196","61",71
"197","63",72
"198","69",72
"200","89",73
