"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","104",1
"2","158",2
"3","190",3
"4","102",4
"5","112",4
"6","174",5
"7","108",6
"8","110",6
"9","138",6
"10","164",6
"11","178",6
"12","168",7
"13","106",8
"14","114",8
"15","136",9
"16","162",10
"17","192",11
"18","130",12
"19","172",13
"20","146",14
"21","152",15
"22","188",15
"23","122",16
"24","142",16
"25","148",16
"26","126",17
"27","166",18
"28","140",19
"29","124",20
"34","151",20
"30","156",20
"31","118",21
"32","128",22
"33","144",22
"37","150",22
"35","134",22
"39","180",22
"36","198",22
"40","92",22
"41","116",23
"38","132",23
"42","160",23
"43","194",24
"46","176",25
"49","184",26
"50","120",26
"58","6",27
"44","177",27
"45","101",28
"55","100",28
"56","2",28
"57","54",28
"47","111",28
"65","66",28
"67","8",28
"62","4",29
"48","109",29
"53","145",30
"60","18",30
"68","80",30
"66","74",31
"69","98",31
"61","22",32
"63","46",32
"64","56",32
"71","14",33
"70","12",34
"75","36",35
"51","105",35
"78","52",35
"86","96",35
"81","26",36
"74","30",36
"80","88",36
"90","86",36
"52","113",36
"73","28",36
"76","44",37
"54","161",37
"91","90",37
"93","16",37
"79","76",37
"83","42",37
"84","62",37
"89","84",37
"72","187",37
"77","48",37
"101","170",37
"96","32",37
"82","40",37
"85","72",37
"87","10",38
"59","103",38
"88","38",38
"105","58",38
"100","24",38
"108","182",38
"97","60",38
"99","82",38
"107","94",38
"95","193",38
"98","64",38
"110","139",38
"103","20",38
"112","157",38
"109","78",38
"92","127",38
"94","189",38
"115","171",38
"102","175",38
"104","34",38
"113","123",38
"114","155",38
"120","186",38
"106","50",38
"116","119",39
"111","107",39
"117","149",39
"119","167",39
"118","121",40
"122","143",41
"124","117",42
"125","137",42
"121","68",42
"123","169",43
"127","163",44
"129","141",45
"128","153",45
"130","181",46
"126","183",46
"131","133",47
"134","147",47
"132","191",47
"133","131",48
"136","185",48
"135","70",48
"142","196",48
"139","135",48
"137","159",48
"138","173",48
"143","200",48
"140","165",48
"141","115",49
"145","7",49
"144","125",49
"146","129",50
"147","179",51
"149","47",52
"148","1",53
"150","195",53
"152","154",53
"156","3",54
"161","5",54
"151","81",54
"163","77",55
"159","39",56
"153","13",57
"166","99",58
"158","35",59
"160","41",59
"162","73",59
"165","93",60
"171","197",60
"154","27",60
"172","199",60
"192","75",61
"155","29",61
"157","31",61
"189","67",61
"182","53",62
"197","9",63
"173","21",64
"176","33",65
"200","97",65
"168","15",66
"164","89",66
"181","51",67
"190","69",67
"199","95",67
"184","57",68
"194","83",68
"198","91",69
"169","17",70
"174","23",71
"195","85",72
"179","45",73
"191","71",73
"167","11",74
"178","43",74
"180","49",75
"193","79",75
"170","19",76
"183","55",76
"175","25",77
"177","37",77
"185","59",77
"196","87",78
"188","65",79
"187","63",80
"186","61",81
