"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","110",1
"2","112",2
"3","104",3
"4","162",4
"5","180",4
"6","130",5
"7","106",6
"8","188",7
"9","118",8
"10","128",8
"11","116",9
"12","190",9
"13","124",10
"15","134",11
"14","108",12
"16","102",13
"17","126",14
"18","146",14
"19","174",15
"20","152",16
"21","138",17
"22","176",18
"23","178",19
"24","168",20
"25","122",21
"26","164",22
"29","148",23
"27","114",23
"31","150",23
"28","136",23
"33","175",23
"34","109",24
"30","192",24
"32","158",25
"35","160",25
"36","132",26
"37","142",27
"38","186",28
"41","105",29
"40","140",29
"42","182",30
"39","123",30
"43","101",31
"52","8",31
"54","16",31
"58","196",32
"55","80",32
"44","169",32
"46","141",33
"59","28",33
"61","44",33
"62","6",34
"45","107",34
"60","32",34
"63","68",34
"50","135",34
"64","64",35
"71","94",35
"47","121",35
"70","2",35
"67","72",35
"65","153",35
"66","163",35
"51","189",35
"73","66",35
"69","38",35
"48","177",35
"79","60",35
"77","4",36
"78","52",36
"87","198",36
"84","96",36
"49","111",36
"74","100",36
"53","113",36
"92","172",36
"76","34",36
"80","98",36
"56","131",36
"88","24",36
"83","36",36
"89","78",36
"57","191",36
"82","30",36
"94","86",36
"98","166",36
"93","54",36
"68","143",36
"72","103",37
"75","161",38
"95","92",38
"96","10",39
"85","167",39
"99","56",39
"100","74",39
"101","14",40
"105","82",40
"81","171",40
"107","90",40
"86","183",40
"108","12",40
"90","129",40
"106","20",40
"91","145",40
"118","120",40
"111","50",40
"112","70",40
"97","119",40
"122","170",40
"102","159",40
"103","193",40
"113","26",40
"116","88",40
"109","187",40
"114","40",40
"115","84",40
"110","139",40
"125","144",40
"104","195",40
"117","127",41
"119","155",42
"123","18",42
"129","184",42
"124","58",42
"130","194",42
"121","157",42
"120","117",43
"131","51",43
"126","22",43
"127","42",43
"135","156",43
"128","48",43
"132","147",44
"134","76",44
"133","151",45
"136","62",46
"137","46",47
"138","165",48
"139","149",49
"140","133",50
"141","125",51
"142","95",51
"143","63",52
"145","69",53
"144","57",54
"148","71",55
"146","1",56
"147","11",57
"150","115",57
"149","75",57
"153","200",57
"154","137",58
"152","91",58
"151","79",59
"162","67",60
"158","3",61
"166","87",62
"163","7",63
"155","13",64
"168","179",64
"157","25",64
"160","37",64
"164","77",65
"161","59",66
"169","197",66
"159","35",66
"165","85",67
"172","181",67
"173","185",67
"171","33",67
"156","21",67
"174","23",67
"170","27",67
"176","73",67
"179","154",67
"178","93",67
"181","173",67
"177","81",67
"167","15",67
"183","199",67
"175","31",67
"187","43",67
"184","29",68
"182","19",69
"200","99",69
"191","5",70
"192","53",70
"193","55",70
"197","89",70
"185","39",71
"186","41",72
"198","9",73
"195","65",74
"199","97",75
"188","45",76
"196","83",77
"180","17",78
"194","61",79
"189","47",80
"190","49",81
