node,hopcount,latency,power,deploymentPenalty,cost
0,4,258,655.0,1,40
1,4,255,764.5,40,40
2,3,239,805.5,1,40
3,4,274,714.5,40,40
4,4,344,781.5,1,40
5,4,269,805.5,40,40
6,4,305,664.0,1,40
7,3,333,681.0,40,40
8,5,390,690.0,1,40
9,4,475,783.0,40,40
10,5,459,789.5,1,40
11,5,331,590.5,40,40
12,5,351,772.5,1,40
13,5,433,691.0,40,40
14,5,378,745.0,1,40
15,4,399,824.0,40,40
16,5,460,709.5,1,40
17,5,457,584.5,40,40
18,4,513,669.0,1,40
19,4,505,815.0,40,40
20,5,366,693.0,1,40
21,5,479,782.0,40,40
22,4,441,818.5,1,40
23,4,383,838.0,40,40
24,5,543,716.5,1,40
25,5,447,609.0,40,40
26,5,381,769.0,1,40
27,5,433,579.5,40,40
28,5,399,806.0,1,40
29,5,300,725.0,40,40
30,5,405,651.0,1,40
31,5,419,816.5,40,40
32,5,360,780.5,1,40
33,5,541,559.0,40,40
34,5,369,632.5,1,40
35,5,336,570.0,40,40
36,5,543,757.5,1,40
37,5,481,741.5,40,40
38,5,425,784.0,1,40
39,4,385,660.5,40,40
40,5,451,703.5,1,40
41,5,407,780.5,40,40
42,4,481,753.0,1,40
43,5,438,611.5,40,40
44,5,382,647.5,1,40
45,5,483,746.0,40,40
46,5,347,527.5,1,40
47,4,375,721.5,40,40
48,5,404,655.0,1,40
49,5,630,724.5,40,40
50,5,411,580.0,1,40
51,5,347,765.5,40,40
52,5,336,677.5,1,40
53,4,473,596.0,40,40
54,4,522,758.0,1,40
55,4,443,623.0,40,40
56,3,252,780.0,1,40
57,5,569,733.5,40,40
58,5,555,568.0,1,40
59,5,509,614.0,40,40
60,4,801,573.0,1,40
61,5,443,791.0,40,40
62,5,740,737.5,1,40
63,4,419,798.5,40,40
64,4,591,733.0,1,40
65,5,315,645.0,40,40
66,3,299,529.0,1,40
67,5,609,746.0,40,40
68,3,414,589.0,1,40
69,5,730,694.5,40,40
70,5,508,541.5,1,40
71,5,601,651.0,40,40
72,3,198,805.0,1,40
73,4,375,635.0,40,40
74,4,355,626.0,1,40
75,5,429,718.5,40,40
76,5,599,545.0,1,40
77,5,533,533.0,40,40
78,5,746,681.0,1,40
79,5,451,650.0,40,40
80,5,291,659.5,1,40
81,4,505,749.5,40,40
82,5,471,566.0,1,40
83,4,301,813.0,40,40
84,3,203,646.0,1,40
85,5,355,822.0,40,40
86,5,569,796.5,1,40
87,4,307,682.5,40,40
88,5,771,711.0,1,40
89,4,433,807.5,40,40
90,4,345,614.0,1,40
91,5,418,753.5,40,40
92,4,283,786.5,1,40
93,4,423,542.0,40,40
94,5,360,579.0,1,40
95,5,497,803.5,40,40
96,5,433,778.5,1,40
97,4,397,800.0,40,40
98,4,503,780.0,1,40
99,4,425,714.0,40,40
100,4,425,527.5,1,1
101,4,465,557.0,40,1
102,4,483,659.5,1,1
103,4,360,567.0,40,1
104,5,328,541.0,1,1
105,4,507,750.0,40,1
106,5,575,657.0,1,1
107,2,165,668.0,40,1
108,4,455,715.5,1,1
109,5,386,652.0,40,1
110,5,372,715.0,1,1
111,5,381,572.5,40,1
112,5,360,577.0,1,1
113,6,710,797.5,40,1
114,5,708,763.5,1,1
115,6,641,759.0,40,1
116,6,525,552.0,1,1
117,6,557,819.0,40,1
118,6,471,565.5,1,1
119,5,745,741.5,40,1
120,6,539,661.5,1,1
121,5,540,651.5,40,1
122,5,620,540.5,1,1
123,6,489,815.5,40,1
124,5,720,551.5,1,1
125,6,481,542.0,40,1
126,5,517,796.0,1,1
127,6,572,808.5,40,1
128,6,707,541.0,1,1
129,6,465,563.0,40,1
130,6,651,820.5,1,1
131,6,555,821.5,40,1
132,5,658,824.5,1,1
133,6,578,809.5,40,1
134,5,698,609.5,1,1
135,5,534,540.0,40,1
136,6,636,553.5,1,1
137,6,438,573.5,40,1
138,6,378,663.5,1,1
139,1,0,653.0,40,1
140,5,656,590.5,1,1
141,6,603,768.0,40,1
142,6,715,770.5,1,1
143,5,529,657.5,40,1
144,5,609,574.0,1,1
145,4,341,586.0,40,1
146,6,573,531.5,1,1
147,5,620,691.0,40,1
148,5,466,740.5,1,1
149,6,709,624.0,40,1
150,6,595,540.5,1,1
151,6,390,645.5,40,1
152,6,546,766.0,1,1
153,5,505,7500.0,40,1
154,6,653,613.0,1,1
155,6,646,620.0,40,1
156,5,370,690.0,1,1
157,6,538,771.0,40,1
158,6,674,716.0,1,1
159,5,693,704.0,40,1
160,6,444,673.0,1,1
161,6,444,630.0,40,1
162,6,546,749.5,1,1
163,5,557,679.5,40,1
164,5,687,558.0,1,1
165,6,534,726.0,40,1
166,5,537,838.5,1,1
167,6,490,604.5,40,1
168,3,213,668.0,1,1
169,6,676,801.5,40,1
170,4,255,684.0,1,1
171,3,381,768.0,40,1
172,5,915,594.0,1,1
173,6,417,545.0,40,1
174,5,578,581.5,1,1
175,6,665,717.0,40,1
176,5,539,623.5,1,1
177,6,475,722.5,40,1
178,3,501,818.0,1,1
179,5,547,739.0,40,1
180,4,422,574.0,1,1
181,6,688,771.5,40,1
182,6,523,809.0,1,1
183,3,473,802.0,40,1
184,5,545,622.0,1,1
185,6,591,596.0,40,1
186,5,602,738.0,1,1
187,6,472,606.0,40,1
188,5,391,807.0,1,1
189,5,570,551.5,40,1
190,5,571,561.0,1,1
191,5,568,663.0,40,1
192,5,403,664.5,1,1
193,7,759,586.5,40,1
194,6,651,810.5,1,1
195,7,821,618.0,40,1
