"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","104",1
"2","106",2
"3","164",3
"4","190",4
"5","158",5
"6","110",6
"7","112",7
"8","152",8
"13","160",8
"14","102",9
"9","174",9
"15","108",9
"10","178",9
"11","146",10
"17","114",10
"12","168",10
"16","138",11
"18","130",12
"19","162",12
"20","188",13
"21","122",14
"22","180",15
"23","136",16
"24","192",17
"25","126",18
"28","177",18
"26","124",18
"27","134",18
"32","100",18
"29","118",18
"30","132",19
"31","128",20
"33","148",21
"36","186",22
"34","109",22
"38","144",23
"44","92",23
"48","4",24
"37","187",24
"54","2",24
"51","142",24
"35","105",24
"39","167",25
"53","176",25
"58","54",25
"55","78",25
"56","8",25
"46","145",25
"59","66",25
"57","140",26
"66","86",27
"60","94",27
"61","36",28
"65","6",29
"72","30",29
"68","116",30
"62","88",30
"40","113",30
"70","16",30
"41","101",30
"69","12",30
"42","111",30
"43","175",31
"78","150",31
"45","193",31
"67","98",31
"71","24",31
"47","157",31
"77","80",31
"49","151",31
"50","123",32
"74","18",32
"75","28",32
"76","44",32
"86","84",32
"82","56",32
"83","74",32
"52","155",32
"80","22",32
"84","32",32
"81","46",32
"89","48",32
"85","64",32
"87","90",32
"63","103",32
"91","72",32
"98","198",32
"90","68",32
"64","169",32
"97","38",32
"94","42",32
"95","62",32
"73","141",32
"96","10",32
"107","156",32
"88","107",32
"92","119",33
"99","60",33
"102","76",34
"100","82",34
"79","161",34
"101","40",34
"113","172",34
"93","131",34
"116","182",34
"105","20",34
"103","127",34
"104","14",34
"106","149",35
"117","170",35
"109","34",35
"120","166",35
"110","52",35
"112","58",36
"121","120",36
"111","135",36
"123","194",36
"108","26",36
"114","96",37
"115","117",38
"127","7",38
"118","189",38
"119","121",39
"128","1",39
"122","143",39
"130","183",39
"132","196",39
"131","139",39
"129","147",39
"124","171",39
"134","184",39
"125","153",39
"126","163",39
"136","191",40
"137","47",40
"139","159",41
"133","50",41
"135","70",42
"141","165",42
"138","133",42
"140","181",42
"144","137",42
"143","129",43
"142","3",43
"146","51",43
"153","200",43
"150","125",44
"151","185",45
"147","75",45
"149","115",45
"152","195",45
"145","5",45
"170","77",45
"148","93",45
"169","73",46
"156","173",47
"157","179",48
"167","67",49
"164","53",50
"159","33",51
"161","39",52
"171","9",53
"158","21",54
"163","45",54
"173","99",54
"155","15",55
"162","41",56
"165","57",56
"166","63",56
"168","69",56
"154","13",57
"174","154",57
"178","197",58
"172","95",58
"179","199",58
"180","23",59
"160","35",59
"175","11",60
"196","85",60
"186","43",61
"182","27",62
"193","79",62
"199","91",62
"176","17",63
"194","81",63
"195","83",63
"197","87",63
"183","29",64
"184","31",64
"200","97",65
"177","19",66
"192","71",67
"188","55",68
"181","25",69
"185","37",70
"189","59",71
"198","89",72
"187","49",73
"191","65",74
"190","61",75
