node,hopcount,latency,power,deploymentPenalty,cost
0,3,268,655.0,1,40
1,4,346,764.5,40,40
2,4,363,805.5,1,40
3,4,354,714.5,40,40
4,4,394,781.5,1,40
5,4,366,805.5,40,40
6,3,297,664.0,1,40
7,4,326,681.0,40,40
8,5,440,690.0,1,40
9,5,468,783.0,40,40
10,4,320,789.5,1,40
11,5,422,590.5,40,40
12,5,448,772.5,1,40
13,5,530,691.0,40,40
14,4,388,745.0,1,40
15,3,260,824.0,40,40
16,5,510,709.5,1,40
17,4,449,584.5,40,40
18,5,506,669.0,1,40
19,5,498,815.0,40,40
20,4,376,693.0,1,40
21,4,471,782.0,40,40
22,5,434,818.5,1,40
23,5,376,838.0,40,40
24,4,404,716.5,1,40
25,5,544,609.0,40,40
26,5,478,769.0,1,40
27,4,294,579.5,40,40
28,5,496,806.0,1,40
29,5,380,725.0,40,40
30,5,502,651.0,1,40
31,4,280,816.5,40,40
32,4,370,780.5,1,40
33,4,402,559.0,40,40
34,5,466,632.5,1,40
35,4,346,570.0,40,40
36,4,404,757.5,1,40
37,4,342,741.5,40,40
38,4,417,784.0,1,40
39,5,509,660.5,40,40
40,4,443,703.5,1,40
41,5,498,780.5,40,40
42,5,360,753.0,1,40
43,4,397,611.5,40,40
44,5,462,647.5,1,40
45,4,475,746.0,40,40
46,2,255,527.5,1,40
47,5,466,721.5,40,40
48,5,484,655.0,1,40
49,4,491,724.5,40,40
50,4,320,580.0,1,40
51,4,394,765.5,40,40
52,5,427,677.5,1,40
53,4,337,596.0,40,40
54,5,515,758.0,1,40
55,5,436,623.0,40,40
56,4,293,780.0,1,40
57,4,555,733.5,40,40
58,4,489,568.0,1,40
59,4,370,614.0,40,40
60,5,697,573.0,1,40
61,5,433,791.0,40,40
62,4,290,737.5,1,40
63,4,314,798.5,40,40
64,5,595,733.0,1,40
65,3,315,645.0,40,40
66,5,539,529.0,1,40
67,4,438,746.0,40,40
68,4,299,589.0,1,40
69,4,494,694.5,40,40
70,4,370,541.5,1,40
71,4,330,651.0,40,40
72,3,372,805.0,1,40
73,4,469,635.0,40,40
74,5,416,626.0,1,40
75,3,172,718.5,40,40
76,3,376,545.0,1,40
77,4,438,533.0,40,40
78,4,483,681.0,1,40
79,4,418,650.0,40,40
80,4,350,659.5,1,40
81,5,419,749.5,40,40
82,5,450,566.0,1,40
83,5,349,813.0,40,40
84,5,443,646.0,1,40
85,4,376,822.0,40,40
86,4,362,796.5,1,40
87,5,460,682.5,40,40
88,4,320,711.0,1,40
89,4,376,807.5,40,40
90,4,424,614.0,1,40
91,3,268,753.5,40,40
92,5,331,786.5,1,40
93,4,369,542.0,40,40
94,4,418,579.0,1,40
95,4,402,803.5,40,40
96,5,502,778.5,1,40
97,4,399,800.0,40,40
98,4,423,780.0,1,40
99,4,412,714.0,40,40
100,4,318,527.5,1,1
101,4,368,557.0,40,1
102,4,465,659.5,1,1
103,2,210,567.0,40,1
104,3,300,541.0,1,1
105,4,388,750.0,40,1
106,2,138,657.0,1,1
107,4,405,668.0,40,1
108,3,284,715.5,1,1
109,3,256,652.0,40,1
110,4,368,715.0,1,1
111,4,444,572.5,40,1
112,3,286,577.0,1,1
113,4,487,797.5,40,1
114,5,611,763.5,1,1
115,4,511,759.0,40,1
116,4,451,552.0,1,1
117,4,427,819.0,40,1
118,4,397,565.5,1,1
119,6,659,741.5,40,1
120,4,409,661.5,1,1
121,5,522,651.5,40,1
122,4,449,540.5,1,1
123,5,547,815.5,40,1
124,5,702,551.5,1,1
125,4,453,542.0,40,1
126,5,460,796.0,1,1
127,4,442,808.5,40,1
128,3,324,541.0,1,1
129,5,528,563.0,40,1
130,5,480,820.5,1,1
131,4,481,821.5,40,1
132,5,660,824.5,1,1
133,3,195,809.5,40,1
134,4,527,609.5,1,1
135,5,437,540.0,40,1
136,6,615,553.5,1,1
137,5,434,573.5,40,1
138,5,437,663.5,1,1
139,5,570,653.0,40,1
140,4,485,590.5,1,1
141,5,599,768.0,40,1
142,5,444,770.5,1,1
143,6,577,657.5,40,1
144,3,459,574.0,1,1
145,6,454,586.0,40,1
146,4,499,531.5,1,1
147,5,513,691.0,40,1
148,6,619,740.5,1,1
149,5,676,624.0,40,1
150,4,445,540.5,1,1
151,4,316,645.5,40,1
152,5,609,766.0,1,1
153,6,566,7500.0,40,1
154,5,558,613.0,1,1
155,6,715,620.0,40,1
156,6,523,690.0,1,1
157,4,388,771.0,40,1
158,5,535,716.0,1,1
159,5,574,704.0,40,1
160,5,440,673.0,1,1
161,5,507,630.0,40,1
162,5,609,749.5,1,1
163,5,544,679.5,40,1
164,5,669,558.0,1,1
165,5,593,726.0,40,1
166,5,418,838.5,1,1
167,5,511,604.5,40,1
168,4,461,668.0,1,1
169,4,602,801.5,40,1
170,6,1094,684.0,1,1
171,5,452,768.0,40,1
172,5,652,594.0,1,1
