node,hopcount,latency,power,deploymentPenalty,cost
74,6,608,626.0,1,40
75,6,655,718.5,40,40
76,6,547,545.0,1,40
77,5,698,533.0,40,40
78,5,616,681.0,1,40
79,5,600,650.0,40,40
80,6,517,659.5,1,40
81,6,758,749.5,40,40
82,6,646,566.0,1,40
83,6,582,813.0,40,40
84,6,708,646.0,1,40
85,3,404,822.0,40,40
86,5,622,796.5,1,40
87,6,588,682.5,40,40
88,5,580,711.0,1,40
89,6,667,807.5,40,40
90,5,616,614.0,1,40
91,5,542,753.5,40,40
92,6,564,786.5,1,40
93,5,526,542.0,40,40
94,6,555,579.0,1,40
95,5,662,803.5,40,40
96,6,659,778.5,1,40
97,6,550,800.0,40,40
98,5,580,780.0,1,40
99,5,490,714.0,40,40
100,6,521,527.5,1,1
101,5,628,557.0,40,1
102,6,593,659.5,1,1
103,6,539,567.0,40,1
104,6,523,541.0,1,1
105,6,727,750.0,40,1
106,5,642,657.0,1,1
107,6,594,668.0,40,1
108,5,594,715.5,1,1
109,6,609,652.0,40,1
110,5,602,715.0,1,1
111,6,607,572.5,40,1
112,6,555,577.0,1,1
113,7,658,797.5,40,1
114,6,871,763.5,1,1
115,7,864,759.0,40,1
116,7,720,552.0,1,1
117,7,780,819.0,40,1
118,7,666,565.5,1,1
119,7,998,741.5,40,1
120,7,762,661.5,1,1
121,7,650,651.5,40,1
122,6,759,540.5,1,1
123,7,684,815.5,40,1
124,7,830,551.5,1,1
125,7,676,542.0,40,1
126,7,751,796.0,1,1
127,7,795,808.5,40,1
128,6,828,541.0,1,1
129,7,691,563.0,40,1
130,7,790,820.5,1,1
131,7,750,821.5,40,1
132,7,811,824.5,1,1
133,6,699,809.5,40,1
134,6,837,609.5,1,1
135,6,697,540.0,40,1
136,7,811,553.5,1,1
137,6,668,573.5,40,1
138,7,604,663.5,1,1
139,7,759,653.0,40,1
140,6,795,590.5,1,1
141,6,833,768.0,40,1
142,6,704,770.5,1,1
143,7,810,657.5,40,1
144,7,788,574.0,1,1
145,7,714,586.0,40,1
146,7,768,531.5,1,1
147,7,716,691.0,40,1
148,7,747,740.5,1,1
149,6,858,624.0,40,1
150,6,719,540.5,1,1
151,7,585,645.5,40,1
152,7,772,766.0,1,1
153,7,758,7500.0,40,1
154,6,818,613.0,1,1
155,7,872,620.0,40,1
156,7,651,690.0,1,1
157,6,662,771.0,40,1
158,6,795,716.0,1,1
159,7,913,704.0,40,1
160,6,674,673.0,1,1
161,7,670,630.0,40,1
162,7,772,749.5,1,1
163,6,622,679.5,40,1
164,7,797,558.0,1,1
165,7,760,726.0,40,1
166,7,757,838.5,1,1
167,4,539,604.5,40,1
168,6,771,668.0,1,1
169,7,871,801.5,40,1
170,7,870,684.0,1,1
171,6,712,768.0,40,1
172,6,844,594.0,1,1
173,6,647,545.0,40,1
174,6,717,581.5,1,1
175,6,786,717.0,40,1
176,6,604,623.5,1,1
177,2,284,722.5,40,1
178,7,930,818.0,1,1
179,7,670,739.0,40,1
180,7,807,574.0,1,1
181,7,883,771.5,40,1
182,7,718,809.0,1,1
183,6,815,802.0,40,1
184,6,752,622.0,1,1
185,6,888,596.0,40,1
186,6,667,738.0,1,1
187,7,667,606.0,40,1
188,7,672,807.0,1,1
189,6,751,551.5,40,1
190,7,852,561.0,1,1
191,6,732,663.0,40,1
192,6,722,664.5,1,1
193,1,0,586.5,40,1
194,8,920,810.5,1,1
195,7,942,618.0,40,1
196,7,1080,666.0,1,1
197,7,871,595.5,40,1
198,8,1290,748.5,1,1
199,8,1111,734.0,40,1
