"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","101",1
"2","113",2
"3","163",3
"4","153",4
"5","175",5
"6","167",6
"7","103",7
"8","187",7
"10","119",8
"11","105",9
"13","139",10
"12","117",11
"9","189",11
"14","177",12
"15","147",13
"16","107",14
"17","111",15
"18","169",16
"19","157",17
"20","181",18
"22","109",19
"21","165",19
"24","125",20
"23","161",20
"27","145",20
"25","149",20
"31","180",20
"30","112",21
"26","155",21
"34","162",21
"28","183",21
"35","130",21
"29","143",21
"33","129",22
"36","106",22
"37","159",23
"39","191",24
"40","197",24
"32","127",24
"41","93",24
"38","185",24
"44","81",24
"45","123",25
"42","152",25
"49","121",25
"47","151",25
"48","47",26
"56","53",27
"58","3",27
"46","188",27
"43","104",27
"61","5",27
"59","75",27
"62","1",28
"63","51",29
"51","148",29
"52","150",29
"64","77",29
"66","63",30
"69","9",30
"71","99",30
"74","141",30
"65","95",30
"68","73",31
"54","122",31
"50","108",31
"79","133",31
"53","160",31
"70","97",31
"67","7",32
"73","45",33
"72","11",34
"75","65",35
"78","91",36
"88","137",36
"55","164",36
"82","13",36
"89","179",36
"77","17",36
"81","178",37
"57","132",37
"84","21",37
"91","35",37
"87","79",37
"101","80",37
"98","131",38
"100","173",39
"85","33",39
"96","27",39
"83","15",39
"60","186",39
"86","59",39
"92","25",39
"93","37",39
"110","135",39
"95","168",39
"94","57",39
"111","195",39
"105","31",39
"97","49",39
"103","110",40
"80","174",40
"106","29",40
"107","67",41
"76","166",41
"119","171",41
"118","115",42
"108","39",42
"109","126",43
"102","102",43
"114","41",43
"90","190",43
"112","23",43
"117","114",43
"113","87",43
"104","138",43
"127","94",43
"121","134",43
"99","170",43
"116","83",43
"115","140",44
"120","43",44
"122","55",45
"124","124",45
"131","66",45
"126","89",45
"130","2",45
"123","156",45
"128","71",45
"129","136",46
"132","146",46
"133","176",46
"125","19",46
"134","144",47
"135","172",47
"136","192",48
"137","158",49
"141","193",49
"138","69",49
"142","100",49
"144","54",50
"143","12",51
"140","142",51
"145","182",52
"150","199",52
"146","118",52
"147","184",52
"139","61",52
"152","52",52
"148","86",52
"149","128",53
"153","6",53
"151","198",53
"156","194",53
"154","85",53
"155","16",54
"158","116",55
"161","4",56
"162","42",57
"157","32",57
"163","76",57
"159","28",58
"164","78",59
"172","196",59
"170","154",60
"166","88",60
"168","120",60
"165","84",60
"174","200",60
"160","30",60
"195","8",61
"180","38",62
"183","46",63
"189","62",63
"199","96",64
"179","36",65
"184","48",65
"194","74",65
"181","40",66
"200","98",67
"188","60",68
"193","72",68
"178","34",69
"176","24",70
"190","64",70
"198","92",70
"186","56",71
"169","14",72
"187","58",73
"197","90",74
"177","26",75
"171","18",76
"167","10",77
"192","70",78
"175","22",79
"173","20",80
"182","44",81
"196","82",82
"185","50",83
"191","68",84
