0,1,2,3,4,5
0.0,0.08000000000000002,0.020467185761957732,0.0036572248117604875,0.19999999999999998,0.19999999999999998
0.0,0.08000000000000002,0.03982202447163516,0.006798135532448907,0.0,0.19999999999999998
0.0,0.08000000000000002,0.03136818687430478,0.007974184295446397,0.19999999999999998,0.19999999999999998
0.0,0.040000000000000015,0.023581757508342602,0.0053639297239153816,0.0,0.19999999999999998
0.0,0.040000000000000015,0.03337041156840934,0.007285765507350304,0.19999999999999998,0.19999999999999998
0.0,0.08000000000000002,0.03737486095661846,0.007974184295446397,0.0,0.19999999999999998
0.0,0.08000000000000002,0.02691879866518354,0.003915381857296521,0.19999999999999998,0.19999999999999998
0.0,0.08000000000000002,0.03203559510567298,0.00440301183219792,0.0,0.19999999999999998
0.0,0.08000000000000002,0.043604004449388216,0.004661168877733954,0.19999999999999998,0.19999999999999998
0.0,0.12,0.06362625139043382,0.007328791681606309,0.0,0.19999999999999998
0.0,0.12,0.060511679644048945,0.0075152384367156684,0.19999999999999998,0.19999999999999998
0.0,0.12,0.05672969966629589,0.0018070993187522394,0.0,0.19999999999999998
0.0,0.12,0.05561735261401557,0.007027608461814269,0.19999999999999998,0.19999999999999998
0.0,0.12,0.07385984427141268,0.004689852993904626,0.0,0.19999999999999998
0.0,0.12,0.04716351501668521,0.006238795267120831,0.19999999999999998,0.19999999999999998
0.0,0.08000000000000002,0.04716351501668521,0.008504840444603801,0.0,0.19999999999999998
0.0,0.08000000000000002,0.05917686318131257,0.00522050914306203,0.19999999999999998,0.19999999999999998
0.0,0.12,0.060734149054505006,0.001634994621728217,0.0,0.19999999999999998
0.0,0.12,0.07208008898776418,0.004058802438149875,0.19999999999999998,0.19999999999999998
0.0,0.12,0.07030033370411569,0.008246683399067764,0.0,0.19999999999999998
0.0,0.12,0.04449388209121246,0.004747221226245966,0.19999999999999998,0.19999999999999998
0.0,0.12,0.06562847608453838,0.00730010756543564,0.0,0.19999999999999998
0.0,0.12,0.056062291434927705,0.008347077805665112,0.19999999999999998,0.19999999999999998
0.0,0.12,0.043159065628476094,0.008906418070993186,0.0,0.19999999999999998
0.0,0.12,0.07919911012235818,0.005421297956256722,0.19999999999999998,0.19999999999999998
0.0,0.12,0.07697441601779756,0.002337755467909644,0.0,0.19999999999999998
0.0,0.12,0.062291434927697446,0.006927214055216924,0.19999999999999998,0.19999999999999998
0.0,0.12,0.054727474972191326,0.0014915740408748658,0.0,0.19999999999999998
0.0,0.12,0.06629588431590656,0.007988526353531731,0.19999999999999998,0.19999999999999998
0.0,0.08000000000000002,0.029365962180200225,0.005665112943707421,0.0,0.19999999999999998
0.0,0.12,0.06763070077864294,0.0035424883470778048,0.19999999999999998,0.19999999999999998
0.0,0.12,0.05161290322580645,0.008289709573323773,0.0,0.19999999999999998
0.0,0.12,0.043159065628476094,0.007257081391179635,0.19999999999999998,0.19999999999999998
0.0,0.12,0.07875417130144606,0.0009035496593761184,0.0,0.19999999999999998
0.0,0.12,0.0596218020022247,0.0030118321979204,0.19999999999999998,0.19999999999999998
