"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","105",1
"2","110",2
"3","126",3
"4","102",4
"5","182",5
"6","107",6
"7","134",7
"8","192",8
"9","118",9
"12","128",10
"16","190",11
"18","176",12
"10","108",12
"11","174",12
"20","116",12
"13","152",12
"14","183",13
"15","138",14
"17","104",15
"19","136",16
"21","112",17
"22","172",17
"24","114",18
"29","109",18
"23","188",18
"25","106",19
"26","124",20
"32","186",20
"27","156",20
"34","111",20
"36","113",21
"35","132",21
"37","4",21
"39","142",22
"42","121",23
"40","101",23
"47","148",23
"50","196",23
"49","170",24
"51","150",25
"46","189",25
"54","161",25
"56","175",26
"48","191",26
"28","146",26
"30","164",27
"55","103",27
"31","178",27
"33","168",28
"58","119",28
"38","122",28
"59","123",28
"61","30",28
"62","8",29
"41","162",29
"65","169",29
"43","180",29
"44","130",30
"45","140",31
"52","158",32
"60","129",32
"53","144",32
"57","198",33
"72","100",33
"68","117",33
"67","5",33
"70","141",33
"66","173",33
"74","54",33
"76","6",33
"77","98",33
"63","160",33
"64","166",33
"73","185",33
"69","120",33
"71","184",33
"75","91",34
"83","2",34
"82","131",35
"84","86",35
"80","157",35
"81","177",35
"78","59",35
"79","79",36
"90","24",36
"91","84",36
"92","147",36
"95","16",36
"86","171",36
"93","88",36
"94","135",37
"85","139",37
"96","187",37
"97","32",38
"99","28",39
"102","62",39
"98","137",39
"103","76",39
"100","12",39
"104","133",40
"107","195",40
"108","66",40
"106","18",41
"109","52",42
"110","96",42
"111","115",43
"112","36",43
"87","167",43
"89","149",44
"121","80",44
"113","48",44
"115","74",44
"114","72",45
"116","90",45
"126","68",45
"88","127",45
"117","10",45
"118","22",45
"119","38",45
"120","40",45
"128","92",46
"101","143",46
"124","46",46
"125","56",46
"123","179",47
"105","181",47
"131","20",47
"122","34",47
"135","60",47
"136","64",47
"137","82",47
"133","42",48
"129","14",49
"146","94",49
"132","26",49
"134","50",49
"130","151",50
"127","78",50
"140","153",51
"143","163",51
"142","159",52
"144","165",53
"186","7",53
"199","97",53
"166","3",54
"138","125",54
"139","145",54
"141","155",54
"149","197",54
"181","61",54
"190","77",54
"148","194",54
"145","70",54
"195","89",54
"196","9",54
"198","95",54
"147","154",54
"153","1",54
"174","45",54
"150","200",54
"176","49",54
"187","71",55
"192","83",56
"151","44",56
"157","17",56
"159","193",56
"160","199",56
"188","73",57
"197","93",57
"152","58",57
"184","67",57
"185","69",58
"171","39",59
"155","13",60
"180","57",60
"191","81",61
"178","53",62
"169","35",63
"172","41",64
"193","85",65
"154","11",66
"162","23",67
"164","27",67
"167","31",68
"173","43",68
"194","87",68
"165","29",69
"161","21",70
"168","33",70
"179","55",70
"177","51",71
"158","19",72
"156","15",73
"200","99",73
"182","63",74
"163","25",75
"170","37",76
"189","75",77
"175","47",78
"183","65",79
