"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","186",1
"2","197",2
"3","199",3
"4","152",4
"5","188",5
"6","190",5
"7","106",6
"8","134",6
"9","192",6
"10","110",7
"13","176",8
"11","132",9
"12","170",9
"14","112",10
"15","174",10
"16","138",11
"17","102",12
"18","126",13
"21","113",13
"20","104",13
"23","107",13
"24","148",14
"27","160",15
"28","166",15
"29","196",15
"31","142",16
"32","116",17
"33","118",17
"34","128",17
"19","136",17
"22","130",18
"25","162",19
"26","180",19
"30","108",20
"35","198",21
"36","164",22
"37","172",22
"45","182",22
"38","156",22
"49","101",22
"39","114",22
"40","124",22
"41","178",22
"42","122",23
"43","168",23
"44","184",24
"54","111",24
"55","119",24
"56","105",25
"57","129",25
"58","147",25
"59","117",26
"46","150",26
"60","109",26
"62","139",26
"63","161",26
"65","185",26
"47","146",26
"48","140",27
"69","187",27
"67","121",28
"50","144",28
"66","103",28
"51","120",28
"61","127",28
"52","158",28
"64","167",28
"71","191",28
"70","189",29
"73","123",30
"79","149",30
"82","157",30
"84","163",30
"85","169",30
"86","175",30
"87","177",30
"53","200",30
"77","141",31
"80","153",31
"68","183",31
"75","135",32
"78","143",32
"76","137",33
"83","159",33
"81","155",34
"72","115",35
"74","131",35
"89","154",35
"92","194",36
"88","133",36
"90","195",37
"95","76",37
"91","179",37
"96","4",37
"97","96",37
"93","165",37
"94","125",38
"99","90",38
"100","16",39
"101","181",40
"98","145",40
"109","28",40
"110","30",41
"111","8",41
"114","100",42
"106","193",42
"107","34",42
"116","88",42
"126","2",42
"138","32",42
"164","6",42
"199","98",42
"102","78",42
"105","94",43
"142","38",43
"148","44",43
"155","50",43
"157","52",43
"165","60",43
"167","62",43
"169","64",43
"178","72",43
"103","151",43
"108","36",43
"104","173",43
"112","54",43
"113","18",44
"173","68",44
"184","80",44
"190","86",44
"115","12",44
"176","70",44
"144","40",45
"152","48",45
"160","56",45
"162","58",45
"171","66",45
"180","74",45
"118","10",46
"121","14",46
"129","22",46
"133","26",47
"146","42",47
"186","82",47
"188","84",48
"195","92",49
"127","20",50
"131","24",50
"124","171",51
"185","81",52
"168","63",53
"154","5",54
"150","46",55
"117","1",56
"182","77",57
"175","7",58
"166","61",59
"192","89",60
"197","95",60
"174","69",61
"181","75",61
"193","9",61
"198","97",61
"149","45",62
"153","49",63
"177","71",63
"123","17",64
"161","57",64
"187","83",64
"136","3",65
"200","99",65
"119","11",66
"132","25",66
"141","37",67
"194","91",67
"122","15",68
"128","21",68
"158","53",68
"170","65",68
"172","67",68
"147","43",69
"163","59",69
"140","35",70
"145","41",70
"189","85",70
"137","31",71
"183","79",71
"120","13",72
"125","19",72
"134","27",72
"139","33",72
"156","51",72
"196","93",72
"143","39",73
"159","55",73
"151","47",74
"179","73",74
"191","87",75
"135","29",76
"130","23",77
