"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","195",1
"2","191",2
"3","105",3
"4","109",3
"5","107",4
"6","121",4
"7","189",5
"8","101",6
"9","175",6
"10","123",7
"11","110",8
"12","129",9
"13","113",10
"14","169",11
"15","141",12
"16","137",13
"17","111",14
"18","135",14
"19","183",15
"20","103",16
"21","157",16
"22","131",17
"23","119",18
"24","185",18
"25","127",19
"26","147",19
"27","177",20
"28","117",21
"29","181",21
"30","149",22
"31","161",22
"32","145",23
"34","153",24
"35","163",24
"36","173",25
"37","187",26
"45","197",27
"42","179",27
"33","171",27
"38","151",28
"39","139",29
"40","143",30
"51","144",30
"41","165",30
"43","167",31
"44","125",32
"54","104",32
"55","108",32
"56","112",32
"46","159",32
"60","192",32
"50","116",32
"57","126",32
"47","133",32
"48","155",32
"59","190",32
"49","115",32
"62","176",32
"64","186",33
"65","152",34
"66","162",34
"71","174",34
"52","118",34
"53","128",34
"68","102",34
"69","130",34
"58","134",34
"70","138",34
"73","140",35
"74","188",35
"75","193",35
"67","199",35
"80","148",35
"61","150",35
"76","106",35
"81","156",35
"83","180",36
"63","182",36
"84","196",36
"82","172",37
"72","114",37
"77","122",38
"86","164",39
"87","178",39
"78","124",39
"88","168",39
"91","136",39
"89","146",39
"85","142",39
"93","71",39
"79","132",39
"92","158",39
"95","1",39
"97","3",39
"94","83",39
"96","198",40
"100","51",40
"98","84",40
"90","184",40
"102","166",40
"101","160",41
"99","170",41
"105","77",42
"108","7",42
"109","73",42
"110","93",42
"107","95",42
"111","97",42
"104","120",42
"114","91",42
"106","59",42
"120","21",42
"113","53",42
"121","33",42
"123","45",42
"115","13",42
"116","85",42
"119","15",42
"125","79",42
"124","49",43
"103","67",43
"118","69",44
"165","5",44
"191","87",44
"153","35",45
"193","89",45
"112","47",45
"117","61",46
"129","11",46
"134","17",46
"136","19",46
"142","23",46
"144","25",46
"146","27",46
"148","29",46
"150","31",46
"155","37",46
"157","39",46
"122","4",46
"159","41",46
"161","43",46
"169","55",46
"171","57",46
"176","63",46
"178","65",46
"184","75",46
"188","81",46
"194","9",46
"200","99",46
"137","194",47
"126","80",47
"140","200",48
"132","154",49
"138","2",50
"185","76",51
"149","30",52
"192","88",53
"154","36",54
"179","66",54
"180","68",54
"187","8",54
"173","6",55
"158","40",56
"164","48",56
"183","74",56
"128","100",57
"130","12",57
"133","16",57
"147","28",57
"168","54",57
"167","52",58
"177","64",58
"195","90",58
"156","38",59
"182","72",59
"199","98",59
"131","14",60
"170","56",60
"174","60",60
"196","92",60
"135","18",61
"145","26",61
"151","32",61
"152","34",61
"163","46",61
"186","78",61
"190","86",61
"198","96",61
"160","42",62
"175","62",63
"197","94",63
"127","10",64
"141","22",64
"143","24",65
"162","44",65
"181","70",65
"189","82",66
"166","50",67
"172","58",67
"139","20",68
