"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","117",1
"2","113",2
"3","101",3
"4","111",4
"5","119",5
"6","107",6
"7","147",7
"8","105",8
"9","139",9
"10","161",9
"11","167",9
"12","127",10
"13","187",11
"15","152",12
"14","129",12
"16","188",12
"17","157",13
"19","106",14
"18","103",15
"20","177",16
"26","197",16
"21","153",16
"22","163",16
"23","186",17
"24","175",18
"25","149",19
"27","131",20
"28","183",20
"29","132",21
"31","121",21
"32","137",21
"30","189",21
"34","191",22
"43","112",22
"35","133",22
"36","115",23
"38","109",24
"44","138",24
"45","174",24
"46","193",24
"47","102",25
"42","179",25
"51","110",25
"52","148",25
"49","134",25
"50","185",25
"54","192",25
"63","173",26
"64","199",26
"37","169",26
"53","190",26
"55","160",27
"56","176",27
"33","170",27
"65","108",27
"66","130",27
"67","162",27
"62","166",27
"68","171",27
"39","143",27
"76","180",27
"40","181",27
"69","104",27
"73","136",27
"58","81",27
"60","142",28
"70","114",28
"72","126",28
"75","172",28
"41","151",28
"74","164",28
"48","165",28
"59","125",29
"61","145",29
"77","156",29
"57","159",29
"80","5",29
"71","124",29
"78","198",29
"82","63",29
"81","123",30
"79","195",30
"84","141",31
"83","135",32
"87","146",33
"88","168",33
"89","178",33
"85","155",33
"93","7",33
"86","122",33
"99","97",33
"98","71",34
"92","140",34
"100","77",34
"97","196",34
"101","3",34
"102","75",35
"90","118",35
"103","61",35
"105","95",36
"94","150",36
"96","158",37
"104","116",38
"95","144",38
"91","128",38
"107","83",38
"108","182",39
"106","67",39
"111","73",39
"116","9",39
"112","93",39
"118","1",39
"119","45",39
"117","79",39
"109","96",39
"136","99",39
"110","4",39
"132","49",39
"125","17",40
"114","69",40
"115","90",41
"124","13",41
"130","39",41
"134","57",41
"122","91",41
"129","35",41
"131","41",41
"135","85",41
"123","11",42
"127","23",42
"128","27",43
"133","51",44
"148","53",44
"150","65",44
"121","59",44
"151","87",44
"137","43",44
"152","89",44
"144","31",45
"138","15",46
"140","19",46
"141","21",46
"143","29",46
"145","33",46
"149","55",46
"120","120",46
"113","184",46
"126","200",47
"142","25",47
"146","37",47
"139","154",48
"147","47",49
"166","30",50
"192","8",51
"154","100",52
"159","194",53
"190","76",53
"197","88",53
"160","2",54
"200","98",55
"181","6",56
"157","16",57
"176","50",57
"183","62",57
"178","54",58
"193","80",58
"186","68",59
"199","94",60
"165","28",61
"155","12",62
"195","84",63
"196","86",63
"158","18",64
"163","24",65
"185","66",65
"169","36",66
"171","40",66
"175","48",66
"188","72",66
"189","74",66
"170","38",67
"177","52",67
"180","58",67
"179","56",68
"153","10",69
"167","32",69
"198","92",69
"162","22",70
"182","60",71
"194","82",72
"156","14",73
"168","34",73
"172","42",74
"184","64",74
"164","26",75
"161","20",76
"187","70",77
"173","44",78
"174","46",79
"191","78",79
