"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","176",1
"2","196",2
"3","107",3
"4","134",3
"5","192",3
"6","110",4
"7","190",5
"8","186",6
"9","152",7
"10","102",8
"11","106",9
"12","188",9
"13","126",10
"14","104",11
"16","118",12
"17","128",13
"23","113",13
"21","116",13
"22","132",13
"26","105",14
"15","174",14
"18","136",15
"19","138",15
"20","112",16
"31","129",16
"24","172",16
"33","170",16
"25","108",16
"28","178",17
"27","168",18
"29","148",19
"30","122",20
"39","182",20
"32","164",20
"34","184",21
"35","160",22
"36","166",23
"38","142",24
"37","146",24
"48","101",24
"49","109",24
"51","185",25
"50","111",26
"44","150",26
"52","119",26
"57","121",27
"56","117",28
"41","162",28
"59","103",28
"40","130",28
"42","180",28
"43","114",29
"60","147",29
"61","191",29
"46","76",29
"63","123",29
"65","175",29
"45","124",29
"68","139",29
"71","161",29
"73","169",29
"47","198",29
"69","141",29
"53","120",29
"54","140",29
"58","189",29
"67","135",29
"70","143",29
"74","177",29
"62","183",29
"75","197",30
"55","158",30
"64","16",30
"66","127",31
"77","159",31
"72","167",31
"78","155",31
"76","156",31
"79","194",32
"80","187",33
"81","195",34
"82","115",35
"84","144",35
"87","157",36
"83","173",36
"85","28",37
"86","131",38
"90","32",38
"94","154",38
"88","165",38
"96","72",38
"97","8",38
"89","149",38
"99","64",38
"98","38",39
"93","133",39
"103","2",39
"104","4",40
"106","34",41
"109","60",42
"95","125",42
"91","153",42
"92","163",42
"111","86",42
"112","90",42
"105","78",42
"100","137",42
"102","145",42
"115","44",42
"116","52",42
"117","96",42
"118","98",42
"119","100",43
"121","80",44
"101","151",44
"114","30",44
"113","24",45
"122","50",45
"123","70",45
"124","199",46
"110","94",46
"126","12",46
"125","36",46
"127","54",47
"132","6",47
"136","82",48
"134","68",49
"131","56",50
"133","66",50
"120","200",50
"137","10",50
"140","48",50
"142","88",50
"130","18",50
"138","20",50
"139","42",50
"151","193",50
"179","62",51
"107","179",51
"108","181",51
"129","63",52
"128","57",53
"153","22",53
"169","46",53
"176","58",53
"135","69",53
"184","74",53
"196","92",53
"190","84",54
"149","171",55
"165","40",56
"141","71",56
"193","89",56
"144","11",57
"146","14",58
"156","26",59
"188","81",60
"143","1",61
"182","7",61
"155","25",62
"195","91",62
"163","37",63
"172","5",63
"192","87",63
"167","43",64
"181","67",65
"177","59",66
"185","75",66
"187","79",66
"186","77",67
"170","47",68
"178","61",68
"198","95",68
"159","3",69
"174","53",69
"191","85",70
"194","9",70
"168","45",71
"171","49",72
"152","21",73
"154","23",74
"173","51",74
"147","15",75
"150","19",75
"161","33",75
"148","17",76
"189","83",77
"175","55",78
"197","93",79
"164","39",80
"199","97",81
"200","99",81
"166","41",82
"145","13",83
"162","35",83
"157","27",84
"160","31",85
"180","65",86
"158","29",87
"183","73",88
