"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","165",1
"2","122",2
"3","103",3
"4","192",4
"5","188",5
"6","112",6
"7","124",7
"8","108",8
"9","106",9
"10","146",10
"11","174",11
"12","162",12
"13","180",13
"14","130",14
"15","125",15
"19","110",16
"16","138",16
"17","104",17
"18","102",18
"20","190",19
"21","164",20
"22","134",21
"23","166",21
"24","148",22
"25","176",23
"26","140",24
"28","156",25
"31","142",26
"27","152",26
"29","126",27
"30","178",27
"32","168",28
"33","160",29
"34","172",30
"36","144",31
"37","158",32
"38","120",33
"39","186",34
"46","101",34
"49","111",35
"48","109",36
"35","136",36
"50","143",36
"51","107",37
"47","184",37
"54","105",38
"55","113",38
"56","139",38
"62","171",39
"40","132",39
"41","198",40
"42","150",41
"43","118",42
"59","161",42
"61","169",42
"63","175",42
"64","177",42
"65","185",42
"44","114",42
"45","128",42
"60","163",42
"52","116",42
"53","170",43
"68","187",43
"69","123",43
"58","153",43
"71","154",43
"70","2",43
"73","72",44
"67","182",44
"72","196",45
"74","62",45
"75","8",45
"76","141",46
"57","127",46
"81","119",46
"83","117",47
"84","137",47
"78","181",47
"85","191",47
"66","167",47
"89","157",47
"86","147",47
"77","129",47
"82","189",47
"91","155",47
"92","193",47
"90","121",48
"88","151",48
"80","135",48
"87","183",48
"79","133",48
"94","159",48
"97","194",48
"99","12",49
"93","131",49
"101","4",49
"102","95",49
"95","94",49
"96","149",50
"103","52",50
"104","6",50
"105","24",51
"109","98",52
"100","145",52
"110","16",52
"114","100",53
"124","90",54
"116","54",54
"119","42",54
"120","56",54
"107","84",54
"108","86",54
"125","96",54
"122","76",55
"111","30",55
"106","179",55
"117","10",55
"121","74",55
"123","82",55
"115","200",55
"113","36",55
"127","20",55
"118","28",55
"128","115",56
"134","32",57
"126","18",57
"136","40",57
"138","48",57
"98","78",57
"140","80",57
"130","173",58
"132","22",59
"135","38",59
"137","46",59
"141","92",59
"129","14",60
"112","34",60
"139","60",60
"133","26",61
"143","66",62
"142","58",63
"145","195",63
"131","197",63
"144","88",63
"166","44",64
"171","50",64
"179","64",64
"182","68",64
"185","70",64
"184","7",65
"158","3",66
"191","81",66
"188","75",67
"170","5",68
"173","53",68
"181","67",69
"172","51",70
"193","85",71
"165","43",72
"146","1",73
"199","97",74
"154","23",75
"151","19",76
"152","199",76
"168","47",77
"174","55",77
"200","99",77
"198","93",78
"187","73",79
"196","9",79
"180","65",80
"197","91",81
"150","17",82
"161","35",82
"164","41",82
"167","45",82
"192","83",82
"148","13",83
"159","31",83
"169","49",83
"156","27",84
"163","39",84
"186","71",84
"147","11",85
"176","59",86
"157","29",87
"190","79",87
"189","77",88
"155","25",89
"162","37",90
"194","87",91
"175","57",92
"153","21",93
"149","15",94
"160","33",95
"177","61",96
"178","63",97
"183","69",98
"195","89",98
