node,hopcount,latency,power,deploymentPenalty,cost
0,3,383,655.0,1,40
1,4,468,764.5,40,40
2,4,402,805.5,1,40
3,3,395,714.5,40,40
4,4,449,781.5,1,40
5,4,457,805.5,40,40
6,4,410,664.0,1,40
7,4,439,681.0,40,40
8,5,495,690.0,1,40
9,5,581,783.0,40,40
10,5,489,789.5,1,40
11,5,544,590.5,40,40
12,5,539,772.5,1,40
13,5,621,691.0,40,40
14,4,503,745.0,1,40
15,4,429,824.0,40,40
16,5,565,709.5,1,40
17,5,562,584.5,40,40
18,5,619,669.0,1,40
19,5,611,815.0,40,40
20,4,491,693.0,1,40
21,5,584,782.0,40,40
22,5,547,818.5,1,40
23,5,489,838.0,40,40
24,5,573,716.5,1,40
25,5,635,609.0,40,40
26,5,569,769.0,1,40
27,5,463,579.5,40,40
28,5,587,806.0,1,40
29,4,421,725.0,40,40
30,5,593,651.0,1,40
31,5,449,816.5,40,40
32,4,485,780.5,1,40
33,5,571,559.0,40,40
34,5,557,632.5,1,40
35,4,461,570.0,40,40
36,5,573,757.5,1,40
37,5,511,741.5,40,40
38,5,530,784.0,1,40
39,5,548,660.5,40,40
40,5,556,703.5,1,40
41,5,620,780.5,40,40
42,5,587,753.0,1,40
43,5,632,611.5,40,40
44,4,503,647.5,1,40
45,5,588,746.0,40,40
46,5,766,527.5,1,40
47,4,465,721.5,40,40
48,4,525,655.0,1,40
49,5,668,724.5,40,40
50,4,313,580.0,1,40
51,5,560,765.5,40,40
52,5,549,677.5,1,40
53,5,450,596.0,40,40
54,5,607,758.0,1,40
55,5,595,623.0,40,40
56,5,462,780.0,1,40
57,5,668,733.5,40,40
58,4,520,568.0,1,40
59,5,539,614.0,40,40
60,5,485,573.0,1,40
61,5,548,791.0,40,40
62,5,634,737.5,1,40
63,5,582,798.5,40,40
64,5,697,733.0,1,40
65,4,440,645.0,40,40
66,5,525,529.0,1,40
67,4,431,746.0,40,40
68,5,468,589.0,1,40
69,5,663,694.5,40,40
70,3,369,541.5,1,40
71,5,499,651.0,40,40
72,5,444,805.0,1,40
73,5,538,635.0,40,40
74,5,571,626.0,1,40
75,4,407,718.5,40,40
76,4,473,545.0,1,40
77,5,607,533.0,40,40
78,4,514,681.0,1,40
79,3,417,650.0,40,40
80,5,545,659.5,1,40
81,5,611,749.5,40,40
82,5,926,566.0,1,40
83,4,756,813.0,40,40
84,5,561,646.0,1,40
85,5,460,822.0,40,40
86,5,674,796.5,1,40
87,5,470,682.5,40,40
88,5,485,711.0,1,40
89,4,444,807.5,40,40
90,4,455,614.0,1,40
91,5,499,753.5,40,40
92,4,507,786.5,1,40
93,5,724,542.0,40,40
94,4,481,579.0,1,40
95,5,509,803.5,40,40
96,4,421,778.5,1,40
97,5,529,800.0,40,40
98,5,536,780.0,1,40
99,5,446,714.0,40,40
100,4,423,527.5,1,1
101,5,565,557.0,40,1
102,5,580,659.5,1,1
103,4,441,567.0,40,1
104,3,331,541.0,1,1
105,5,613,750.0,40,1
106,3,373,657.0,1,1
107,5,476,668.0,40,1
108,3,277,715.5,1,1
109,2,255,652.0,40,1
110,4,497,715.0,1,1
111,4,443,572.5,40,1
112,4,481,577.0,1,1
113,5,584,797.5,40,1
114,6,808,763.5,1,1
115,1,0,759.0,40,1
116,5,646,552.0,1,1
117,3,426,819.0,40,1
118,5,592,565.5,1,1
119,6,851,741.5,40,1
120,3,408,661.5,1,1
121,6,637,651.5,40,1
122,4,442,540.5,1,1
123,5,610,815.5,40,1
124,6,817,551.5,1,1
125,4,484,542.0,40,1
126,5,528,796.0,1,1
127,3,441,808.5,40,1
128,4,559,541.0,1,1
129,5,527,563.0,40,1
130,5,473,820.5,1,1
131,5,676,821.5,40,1
132,6,790,824.5,1,1
133,4,430,809.5,40,1
134,4,520,609.5,1,1
135,6,634,540.0,40,1
136,6,1091,553.5,1,1
137,5,563,573.5,40,1
138,6,632,663.5,1,1
139,6,641,653.0,40,1
140,4,478,590.5,1,1
141,5,728,768.0,40,1
142,6,613,770.5,1,1
143,5,984,657.5,40,1
144,5,690,574.0,1,1
145,6,567,586.0,40,1
146,5,694,531.5,1,1
147,5,618,691.0,40,1
148,6,629,740.5,1,1
149,4,675,624.0,40,1
150,6,676,540.5,1,1
151,5,511,645.5,40,1
152,5,608,766.0,1,1
153,6,721,7500.0,40,1
154,6,727,613.0,1,1
155,5,634,620.0,40,1
156,6,533,690.0,1,1
157,6,619,771.0,40,1
158,6,704,716.0,1,1
159,6,799,704.0,40,1
160,5,569,673.0,1,1
161,5,506,630.0,40,1
162,5,608,749.5,1,1
163,6,578,679.5,40,1
164,6,784,558.0,1,1
165,6,788,726.0,40,1
166,6,643,838.5,1,1
167,6,595,604.5,40,1
168,4,454,668.0,1,1
169,5,797,801.5,40,1
170,6,613,684.0,1,1
171,6,692,768.0,40,1
172,5,683,594.0,1,1
173,5,542,545.0,40,1
174,4,400,581.5,1,1
175,4,517,717.0,40,1
176,5,549,623.5,1,1
177,6,580,722.5,40,1
178,6,812,818.0,1,1
179,5,771,739.0,40,1
180,5,750,574.0,1,1
181,4,691,771.5,40,1
182,4,526,809.0,1,1
183,6,784,802.0,40,1
184,5,531,622.0,1,1
185,4,619,596.0,40,1
186,5,687,738.0,1,1
187,5,593,606.0,40,1
188,3,399,807.0,1,1
189,4,511,551.5,40,1
190,3,486,561.0,1,1
191,4,463,663.0,40,1
192,6,1141,664.5,1,1
193,7,864,586.5,40,1
194,4,566,810.5,1,1
195,5,673,618.0,40,1
196,5,811,666.0,1,1
197,6,766,595.5,40,1
198,6,1021,748.5,1,1
199,7,1006,734.0,40,1
