"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","193",1
"2","171",2
"3","155",3
"4","177",4
"5","109",5
"9","113",6
"6","170",6
"7","181",6
"8","187",6
"10","169",7
"11","123",8
"12","175",9
"21","101",9
"13","103",9
"14","143",9
"15","151",9
"24","111",9
"16","185",9
"25","119",9
"17","141",9
"26","117",9
"18","159",9
"27","107",9
"28","147",10
"22","179",10
"30","108",10
"19","135",10
"31","164",10
"20","173",10
"23","115",11
"32","102",11
"33","105",11
"34","139",12
"35","167",12
"36","161",13
"37","127",14
"39","129",15
"40","46",15
"38","78",15
"29","145",15
"44","104",15
"45","140",16
"47","136",17
"41","165",17
"48","178",17
"49","168",18
"46","85",18
"43","125",18
"53","197",18
"50","172",18
"42","133",18
"52","192",18
"51","158",19
"54","7",19
"56","157",20
"57","153",21
"58","163",21
"61","146",22
"59","149",22
"55","184",22
"60","131",23
"62","183",23
"63","121",24
"65","137",25
"64","47",25
"67","189",26
"68","191",27
"73","1",28
"74","69",28
"70","122",28
"66","152",28
"76","199",28
"72","73",28
"77","75",28
"75","150",29
"78","57",29
"83","11",30
"84","3",30
"85","89",30
"82","100",31
"79","106",31
"81","188",31
"87","59",32
"91","91",32
"94","79",33
"69","124",33
"71","67",34
"80","144",35
"92","174",35
"105","39",35
"106","87",35
"90","186",35
"96","112",35
"89","156",35
"99","138",35
"93","51",35
"95","83",35
"124","99",35
"86","132",35
"104","194",35
"114","25",35
"120","37",35
"121","41",35
"88","77",35
"97","110",36
"100","148",36
"109","15",36
"112","21",36
"118","33",36
"107","13",37
"119","35",37
"103","190",37
"113","23",37
"115","27",37
"117","31",37
"98","134",37
"116","29",37
"122","43",37
"101","160",37
"111","19",37
"102","176",37
"123","55",37
"125","120",37
"126","16",37
"110","166",37
"130","130",37
"108","142",37
"131","162",37
"132","180",37
"128","114",38
"129","126",38
"139","81",38
"135","93",38
"133","198",39
"144","5",39
"145","63",40
"143","195",41
"136","118",41
"137","128",41
"138","196",41
"159","28",41
"175","54",41
"168","44",42
"189","8",43
"153","2",44
"198","94",44
"141","116",44
"142","182",44
"161","32",44
"164","38",44
"186","72",44
"179","60",45
"152","18",46
"162","34",46
"181","64",46
"197","92",46
"146","97",46
"127","71",46
"178","6",46
"190","80",46
"193","86",46
"134","61",46
"173","52",46
"187","74",46
"140","95",46
"156","22",47
"195","9",48
"169","45",49
"171","49",50
"151","17",51
"172","50",51
"174","53",52
"182","65",52
"148","12",53
"163","36",53
"183","66",53
"185","70",53
"194","88",53
"177","58",54
"176","56",55
"191","82",56
"155","200",57
"157","24",57
"192","84",57
"150","154",58
"167","42",59
"170","48",60
"188","76",60
"147","10",61
"166","40",62
"149","14",63
"158","26",64
"154","20",65
"165","4",66
"199","96",67
"196","90",68
"160","30",69
"200","98",70
"180","62",71
"184","68",72
