"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","154",1
"2","106",2
"3","108",3
"4","160",4
"5","112",5
"6","146",6
"7","152",7
"8","104",8
"9","122",8
"10","188",8
"11","164",9
"14","148",9
"12","192",9
"13","130",10
"15","174",11
"19","101",11
"16","162",11
"17","180",11
"18","138",12
"20","102",13
"21","110",13
"22","114",14
"23","124",15
"24","156",16
"25","158",16
"26","186",16
"27","140",17
"28","190",17
"29","178",18
"30","168",19
"31","134",20
"32","132",21
"33","136",22
"34","172",23
"35","120",24
"36","176",24
"38","167",25
"39","109",25
"42","103",26
"43","113",27
"44","170",27
"45","184",27
"37","166",27
"40","150",28
"41","142",29
"46","8",30
"50","111",30
"52","149",30
"53","157",30
"54","169",30
"55","171",30
"56","175",30
"57","177",30
"48","187",30
"58","107",30
"47","118",30
"59","119",30
"49","128",30
"61","123",30
"60","126",30
"51","127",30
"62","75",31
"63","117",32
"64","116",33
"65","141",33
"66","181",34
"71","182",34
"69","6",34
"73","139",34
"74","161",34
"75","155",35
"67","105",35
"80","151",35
"70","165",35
"78","4",35
"82","198",35
"77","147",35
"84","159",35
"72","189",35
"85","24",35
"76","94",35
"79","135",36
"88","98",36
"86","144",37
"90","16",38
"87","88",38
"83","125",38
"68","133",38
"93","100",38
"91","163",38
"94","30",38
"89","153",38
"81","131",38
"98","56",38
"99","90",39
"97","54",40
"100","10",41
"101","143",42
"95","28",42
"106","74",42
"96","32",42
"103","44",42
"102","185",43
"107","194",43
"105","64",43
"92","78",43
"104","129",44
"111","196",44
"109","72",44
"112","82",44
"113","20",45
"114","38",46
"108","34",46
"110","121",47
"116","80",47
"117","92",47
"120","60",48
"115","145",48
"122","96",48
"124","14",49
"118","179",49
"128","86",49
"121","173",49
"126","26",49
"127","52",49
"125","191",50
"119","36",50
"129","58",51
"131","18",52
"123","137",52
"133","84",53
"135","2",53
"141","66",53
"130","115",53
"140","50",53
"142","70",53
"132","183",53
"134","197",53
"136","22",54
"138","46",54
"139","48",54
"144","62",54
"155","200",54
"137","40",54
"145","67",54
"182","68",54
"192","85",55
"143","12",55
"152","193",55
"169","43",56
"157","23",57
"146","1",58
"183","69",59
"184","7",59
"188","77",59
"199","97",59
"168","42",60
"198","95",60
"200","99",60
"151","19",61
"148","13",62
"153","195",62
"164","35",62
"174","51",63
"170","45",64
"176","55",65
"189","79",66
"154","199",67
"181","65",67
"147","11",68
"159","27",68
"162","31",68
"197","93",68
"187","76",69
"190","81",70
"161","3",71
"160","29",72
"178","59",73
"158","25",74
"171","47",74
"165","37",75
"173","5",75
"194","89",76
"186","73",77
"177","57",78
"180","63",79
"156","21",80
"166","39",80
"163","33",81
"167","41",81
"149","15",82
"179","61",83
"195","9",84
"175","53",85
"185","71",85
"191","83",86
"150","17",87
"172","49",88
"196","91",89
"193","87",90
