"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","113",1
"2","152",2
"3","101",3
"4","111",4
"5","119",4
"6","107",5
"7","117",6
"8","147",7
"9","105",8
"10","139",9
"11","161",9
"12","167",10
"13","127",11
"14","187",12
"17","129",13
"15","106",13
"16","188",14
"18","157",15
"19","103",16
"20","177",16
"22","153",17
"23","163",17
"29","197",17
"24","132",17
"25","131",18
"26","149",18
"27","175",18
"28","183",18
"30","189",19
"31","121",20
"36","112",20
"37","174",20
"34","137",20
"39","138",20
"38","133",20
"41","102",20
"40","115",20
"44","191",21
"47","193",21
"45","109",22
"21","186",22
"52","179",22
"43","134",22
"35","81",22
"48","110",22
"49","148",22
"54","108",22
"55","130",22
"56","162",22
"57","173",22
"58","185",22
"50","192",22
"60","199",22
"61","180",23
"51","5",23
"63","171",23
"53","63",23
"59","190",24
"62","104",25
"64","136",25
"66","160",26
"33","170",26
"69","176",26
"74","166",27
"32","169",27
"67","126",27
"68","172",27
"46","181",27
"79","7",27
"71","164",27
"70","114",27
"42","143",27
"77","142",27
"65","151",27
"72","165",28
"80","71",28
"75","124",29
"76","125",29
"78","145",29
"82","77",29
"81","61",30
"83","123",31
"89","156",31
"90","95",32
"73","159",32
"91","97",32
"84","141",32
"85","195",32
"94","3",32
"95","75",32
"86","135",32
"88","155",33
"93","198",33
"99","9",33
"87","146",33
"100","93",33
"92","168",33
"96","178",34
"102","73",34
"101","96",34
"107","45",34
"108","1",35
"98","4",35
"106","79",35
"103","90",35
"104","67",36
"97","122",36
"112","99",36
"109","118",36
"114","49",36
"115","83",37
"111","69",37
"118","39",38
"119","57",38
"120","13",39
"122","17",39
"121","23",39
"105","140",39
"124","35",39
"125","41",39
"113","128",39
"123","196",39
"116","150",39
"126","85",39
"127","11",40
"141","53",40
"110","158",40
"143","65",40
"130","116",41
"136","27",41
"144","91",41
"140","43",42
"128","51",42
"138","31",42
"132","182",43
"137","29",43
"117","144",43
"139","33",44
"142","55",44
"135","21",45
"131","15",46
"134","19",46
"129","59",46
"145","87",46
"146","89",46
"151","25",47
"152","37",47
"133","184",47
"147","120",48
"150","200",49
"166","30",49
"192","8",50
"155","100",51
"148","154",51
"160","2",51
"200","98",52
"153","47",52
"181","6",52
"197","88",52
"190","76",53
"149","194",53
"178","54",53
"193","80",53
"158","16",54
"183","62",55
"176","50",56
"196","86",57
"163","24",58
"199","94",58
"195","84",59
"165","28",60
"186","68",60
"156","12",61
"159","18",62
"167","32",62
"185","66",63
"175","48",64
"177","52",64
"188","72",64
"189","74",64
"171","40",65
"169","36",66
"180","58",66
"154","10",67
"170","38",68
"162","22",69
"179","56",70
"198","92",70
"182","60",71
"194","82",71
"157","14",72
"184","64",72
"172","42",73
"161","20",74
"168","34",75
"164","26",76
"187","70",77
"173","44",78
"174","46",79
"191","78",79
