node,hopcount,latency,power,deploymentPenalty,cost
0,4,367,655.0,1,40
1,4,565,764.5,40,40
2,4,441,805.5,1,40
3,4,413,714.5,40,40
4,3,301,781.5,1,40
5,3,411,805.5,40,40
6,4,377,664.0,1,40
7,4,312,681.0,40,40
8,4,347,690.0,1,40
9,5,454,783.0,40,40
10,4,411,789.5,1,40
11,5,641,590.5,40,40
12,4,493,772.5,1,40
13,4,575,691.0,40,40
14,5,487,745.0,1,40
15,3,351,824.0,40,40
16,4,417,709.5,1,40
17,5,529,584.5,40,40
18,5,492,669.0,1,40
19,5,484,815.0,40,40
20,5,475,693.0,1,40
21,5,551,782.0,40,40
22,5,420,818.5,1,40
23,5,362,838.0,40,40
24,4,495,716.5,1,40
25,4,589,609.0,40,40
26,4,523,769.0,1,40
27,4,385,579.5,40,40
28,4,541,806.0,1,40
29,5,439,725.0,40,40
30,4,547,651.0,1,40
31,4,371,816.5,40,40
32,5,469,780.5,1,40
33,4,493,559.0,40,40
34,4,511,632.5,1,40
35,5,445,570.0,40,40
36,4,495,757.5,1,40
37,4,433,741.5,40,40
38,5,497,784.0,1,40
39,5,587,660.5,40,40
40,5,523,703.5,1,40
41,5,717,780.5,40,40
42,5,460,753.0,1,40
43,4,390,611.5,40,40
44,3,336,647.5,1,40
45,5,555,746.0,40,40
46,5,419,527.5,1,40
47,5,577,721.5,40,40
48,5,543,655.0,1,40
49,4,566,724.5,40,40
50,5,721,580.0,1,40
51,4,485,765.5,40,40
52,5,646,677.5,1,40
53,5,417,596.0,40,40
54,4,573,758.0,1,40
55,4,549,623.0,40,40
56,4,384,780.0,1,40
57,5,583,733.5,40,40
58,4,507,568.0,1,40
59,4,461,614.0,40,40
60,4,337,573.0,1,40
61,4,400,791.0,40,40
62,4,381,737.5,1,40
63,4,405,798.5,40,40
64,5,570,733.0,1,40
65,5,424,645.0,40,40
66,5,677,529.0,1,40
67,4,461,746.0,40,40
68,4,390,589.0,1,40
69,4,585,694.5,40,40
70,4,409,541.5,1,40
71,4,421,651.0,40,40
72,5,483,805.0,1,40
73,5,577,635.0,40,40
74,5,587,626.0,1,40
75,5,739,718.5,40,40
76,5,613,545.0,1,40
77,4,529,533.0,40,40
78,4,459,681.0,1,40
79,5,601,650.0,40,40
80,5,495,659.5,1,40
81,5,510,749.5,40,40
82,4,417,566.0,1,40
83,5,503,813.0,40,40
84,5,581,646.0,1,40
85,4,467,822.0,40,40
86,4,526,796.5,1,40
87,5,509,682.5,40,40
88,4,337,711.0,1,40
89,4,555,807.5,40,40
90,4,447,614.0,1,40
91,4,541,753.5,40,40
92,4,515,786.5,1,40
93,4,678,542.0,40,40
94,5,499,579.0,1,40
95,4,463,803.5,40,40
96,3,387,778.5,1,40
97,4,483,800.0,40,40
98,4,517,780.0,1,40
99,4,503,714.0,40,40
100,4,439,527.5,1,1
101,2,243,557.0,40,1
102,5,677,659.5,1,1
103,5,425,567.0,40,1
104,4,395,541.0,1,1
105,5,486,750.0,40,1
106,4,473,657.0,1,1
107,4,543,668.0,40,1
108,4,547,715.5,1,1
109,5,553,652.0,40,1
110,3,395,715.0,1,1
111,4,575,572.5,40,1
112,4,431,577.0,1,1
113,6,724,797.5,40,1
114,1,0,763.5,1,1
115,6,808,759.0,40,1
116,5,596,552.0,1,1
117,6,724,819.0,40,1
118,5,542,565.5,1,1
119,6,750,741.5,40,1
120,6,706,661.5,1,1
121,6,734,651.5,40,1
122,5,712,540.5,1,1
123,6,628,815.5,40,1
124,6,914,551.5,1,1
125,5,548,542.0,40,1
126,5,639,796.0,1,1
127,6,739,808.5,40,1
128,5,659,541.0,1,1
129,5,659,563.0,40,1
130,5,503,820.5,1,1
131,5,626,821.5,40,1
132,5,744,824.5,1,1
133,5,530,809.5,40,1
134,5,790,609.5,1,1
135,3,312,540.0,40,1
136,5,582,553.5,1,1
137,4,461,573.5,40,1
138,6,582,663.5,1,1
139,5,708,653.0,40,1
140,5,748,590.5,1,1
141,4,626,768.0,40,1
142,5,535,770.5,1,1
143,6,731,657.5,40,1
144,6,674,574.0,1,1
145,6,719,586.0,40,1
146,5,644,531.5,1,1
147,5,634,691.0,40,1
148,6,668,740.5,1,1
149,6,859,624.0,40,1
150,5,718,540.5,1,1
151,5,461,645.5,40,1
152,5,740,766.0,1,1
153,6,737,7500.0,40,1
154,5,649,613.0,1,1
155,4,600,620.0,40,1
156,6,572,690.0,1,1
157,5,661,771.0,40,1
158,5,626,716.0,1,1
159,6,672,704.0,40,1
160,4,467,673.0,1,1
161,5,638,630.0,40,1
162,5,740,749.5,1,1
163,5,635,679.5,40,1
164,6,881,558.0,1,1
165,6,738,726.0,40,1
166,6,516,838.5,1,1
167,5,602,604.5,40,1
168,5,591,668.0,1,1
169,5,747,801.5,40,1
170,6,776,684.0,1,1
171,3,327,768.0,40,1
172,5,675,594.0,1,1
173,4,440,545.0,40,1
174,5,670,581.5,1,1
175,5,617,717.0,40,1
176,5,617,623.5,1,1
177,5,587,722.5,40,1
178,5,879,818.0,1,1
179,5,779,739.0,40,1
180,5,758,574.0,1,1
181,5,755,771.5,40,1
182,5,590,809.0,1,1
183,5,851,802.0,40,1
184,5,509,622.0,1,1
185,5,662,596.0,40,1
186,5,680,738.0,1,1
187,5,543,606.0,40,1
188,5,623,807.0,1,1
189,5,611,551.5,40,1
190,6,784,561.0,1,1
191,5,654,663.0,40,1
192,5,628,664.5,1,1
193,6,871,586.5,40,1
194,7,864,810.5,1,1
195,6,773,618.0,40,1
196,6,854,666.0,1,1
197,5,664,595.5,40,1
198,7,1064,748.5,1,1
199,6,904,734.0,40,1
