"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","199",1
"2","186",2
"3","197",3
"5","152",4
"4","190",4
"6","188",5
"7","106",6
"8","110",6
"9","176",6
"10","192",6
"11","134",7
"12","132",8
"13","170",9
"14","112",10
"15","174",10
"17","102",11
"18","138",11
"16","136",11
"19","126",12
"20","130",12
"21","104",13
"22","148",13
"23","108",14
"24","162",14
"25","180",14
"26","160",15
"27","142",16
"28","166",16
"29","196",16
"30","198",16
"31","146",17
"32","164",17
"33","172",17
"34","114",18
"35","116",18
"36","128",18
"37","118",19
"38","124",19
"39","156",19
"40","168",19
"41","182",19
"42","178",20
"43","122",21
"44","184",22
"45","140",23
"48","113",23
"49","107",24
"47","150",24
"54","101",25
"55","111",26
"56","119",26
"57","105",27
"58","117",27
"59","129",27
"60","147",27
"46","144",27
"50","120",28
"61","103",28
"62","109",28
"63","121",28
"68","139",28
"51","158",28
"74","161",28
"81","185",28
"82","187",28
"84","191",29
"64","123",30
"53","194",30
"52","200",30
"65","127",31
"78","175",31
"83","189",31
"69","141",32
"71","149",32
"73","157",32
"75","163",32
"77","169",32
"79","177",32
"80","183",32
"67","135",33
"72","153",33
"76","167",33
"87","137",33
"70","143",33
"89","159",33
"88","155",34
"85","115",35
"66","131",35
"91","195",36
"93","154",36
"94","165",37
"92","125",38
"86","133",38
"90","179",38
"96","145",39
"95","181",39
"97","173",40
"98","193",41
"99","151",42
"100","76",43
"101","4",44
"102","90",45
"103","96",45
"104","16",46
"108","171",47
"110","28",48
"105","78",48
"106","94",49
"116","100",49
"123","2",49
"134","30",49
"136","32",49
"107","34",49
"162","6",49
"167","64",49
"182","8",49
"191","88",49
"199","98",49
"140","38",50
"163","60",50
"165","62",50
"176","72",50
"109","36",50
"146","44",50
"153","50",50
"155","52",50
"171","68",50
"183","80",50
"111","18",50
"113","54",50
"112","12",51
"174","70",51
"189","86",51
"115","10",52
"119","14",52
"124","20",52
"126","22",52
"128","24",52
"130","26",52
"142","40",52
"144","42",52
"150","48",52
"158","56",52
"160","58",52
"169","66",52
"178","74",52
"185","82",52
"187","84",52
"195","92",52
"148","46",53
"184","81",54
"166","63",55
"152","5",56
"114","1",57
"173","7",57
"121","17",58
"147","45",58
"151","49",58
"164","61",58
"172","69",58
"175","71",58
"179","75",58
"180","77",58
"186","83",58
"192","89",58
"193","9",58
"197","95",58
"198","97",58
"129","25",59
"139","37",60
"156","53",60
"159","57",60
"168","65",60
"181","79",60
"194","91",60
"161","59",61
"170","67",61
"200","99",61
"117","11",62
"133","3",62
"149","47",62
"120","15",63
"125","21",63
"135","31",63
"138","35",63
"143","41",63
"145","43",63
"154","51",63
"188","85",63
"190","87",63
"122","19",64
"157","55",64
"118","13",65
"131","27",65
"137","33",66
"141","39",66
"196","93",66
"177","73",67
"132","29",68
"127","23",69
