"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","106",1
"2","167",2
"3","113",3
"4","157",4
"5","111",5
"6","119",5
"7","177",5
"8","101",6
"10","112",6
"11","117",6
"9","107",7
"12","149",7
"13","187",7
"15","109",8
"16","147",8
"17","153",9
"18","163",9
"19","103",10
"20","175",11
"14","160",11
"21","105",12
"22","139",12
"23","161",12
"26","185",12
"24","127",12
"25","155",13
"28","152",13
"27","171",13
"30","173",13
"33","162",14
"34","164",14
"29","169",14
"35","180",14
"31","129",14
"37","188",14
"32","123",14
"36","130",14
"38","75",14
"39","141",15
"40","181",15
"41","165",16
"43","133",17
"44","197",18
"48","125",19
"50","135",20
"42","132",20
"46","186",20
"47","108",21
"45","65",21
"60","179",21
"56","174",21
"49","89",21
"57","102",21
"58","138",21
"59","146",22
"64","193",22
"68","134",23
"70","104",24
"69","110",24
"71","3",24
"74","190",25
"75","1",26
"52","100",26
"67","170",26
"76","122",26
"53","151",26
"79","81",26
"55","88",26
"80","176",26
"86","5",27
"51","137",27
"84","166",27
"85","192",27
"54","183",27
"81","67",27
"87","150",27
"61","115",27
"62","131",27
"82","142",27
"63","189",27
"65","121",28
"66","159",28
"90","73",28
"91","93",28
"72","143",28
"94","148",28
"73","8",28
"77","191",29
"98","63",29
"83","145",29
"78","94",29
"89","71",29
"88","136",29
"92","199",30
"95","9",30
"105","7",30
"97","47",30
"107","23",30
"108","85",30
"111","140",31
"117","43",32
"106","83",32
"93","154",32
"96","126",33
"114","13",33
"112","95",33
"116","17",34
"121","172",34
"115","11",34
"124","35",34
"100","144",34
"102","168",34
"103","178",34
"104","198",34
"123","27",34
"101","158",34
"125","45",34
"99","124",34
"127","19",34
"130","99",34
"122","196",34
"128","31",34
"129","53",34
"126","120",35
"120","128",35
"132","55",35
"131","29",36
"118","114",36
"119","118",36
"133","59",37
"136","91",37
"135","184",37
"140","25",37
"141","37",38
"142","39",39
"144","49",40
"109","21",40
"110","33",40
"113","15",41
"145","51",41
"143","41",42
"147","87",42
"137","116",43
"134","77",43
"139","182",44
"149","78",44
"161","80",45
"138","156",45
"163","96",45
"162","90",46
"155","4",47
"146","57",47
"158","6",47
"148","97",47
"159","66",48
"152","195",49
"164","98",49
"154","24",50
"151","16",51
"153","2",51
"157","56",52
"156","54",53
"166","61",53
"160","74",53
"150","10",54
"168","69",54
"169","79",55
"167","82",55
"198","84",55
"178","30",56
"174","200",57
"173","194",58
"165","20",58
"177","28",59
"179","32",60
"185","44",61
"187","48",61
"183","40",62
"192","62",63
"182","38",64
"170","12",65
"181","36",66
"191","60",66
"200","92",66
"188","50",67
"189","52",67
"199","86",68
"180","34",69
"171","14",70
"176","26",71
"190","58",72
"184","42",73
"172","18",74
"196","72",75
"186","46",76
"194","68",76
"175","22",77
"193","64",78
"195","70",79
"197","76",79
