"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","108",1
"2","57",2
"3","140",3
"4","69",3
"5","169",4
"6","105",5
"7","43",5
"8","73",5
"10","84",6
"11","181",7
"12","184",7
"13","94",7
"16","93",8
"9","30",8
"14","36",9
"15","63",10
"20","55",10
"17","164",10
"18","32",10
"19","189",11
"21","117",12
"22","137",12
"23","7",12
"24","78",13
"26","193",14
"27","127",15
"28","28",16
"29","60",16
"31","175",17
"32","58",17
"33","91",18
"30","72",18
"34","125",19
"36","131",19
"35","25",19
"37","95",20
"38","139",21
"25","85",21
"39","182",22
"41","124",22
"40","89",22
"42","38",23
"46","121",23
"45","71",23
"49","130",23
"43","119",23
"44","33",23
"52","133",23
"53","134",23
"50","187",23
"55","176",23
"51","102",23
"47","27",23
"48","48",23
"54","51",24
"56","44",25
"57","22",26
"61","198",26
"58","45",26
"60","103",26
"59","18",26
"63","88",26
"62","53",27
"64","132",28
"66","62",28
"67","112",29
"65","14",29
"70","172",29
"69","126",30
"68","161",30
"72","2",30
"73","135",31
"74","141",31
"77","153",31
"71","110",31
"75","42",32
"76","100",33
"78","10",34
"79","186",35
"80","31",35
"81","37",36
"82","75",37
"85","160",37
"89","163",37
"83","41",37
"86","17",37
"87","183",37
"84","50",37
"90","70",38
"88","136",39
"91","80",39
"95","129",39
"93","34",39
"96","170",40
"92","185",40
"97","173",40
"94","79",40
"98","146",41
"101","158",41
"100","191",41
"104","197",41
"99","149",41
"111","67",41
"105","178",41
"102","11",41
"109","3",41
"108","156",41
"103","180",41
"106","96",42
"113","159",42
"107","177",42
"110","16",43
"117","116",43
"112","15",43
"114","165",43
"115","115",44
"116","52",45
"119","174",46
"120","40",46
"121","49",46
"122","23",47
"118","152",47
"127","104",47
"123","29",47
"126","109",47
"124","92",47
"125","99",47
"131","155",47
"129","147",47
"136","83",47
"133","101",48
"128","157",48
"130","46",49
"132","66",50
"135","47",51
"134","35",52
"139","24",52
"145","61",52
"137","167",52
"138","19",52
"142","171",52
"150","179",52
"144","87",52
"140","148",52
"143","56",52
"141","77",52
"147","6",53
"146","39",54
"149","97",54
"152","1",54
"157","194",54
"153","4",54
"148","65",54
"151","138",55
"154","98",56
"155","113",57
"158","128",58
"159","190",58
"160","9",58
"161","123",59
"162","162",59
"156","68",59
"164","168",60
"163","81",60
"165","143",61
"166","144",62
"172","199",62
"167","54",62
"168","166",63
"169","192",64
"173","196",64
"176","8",64
"171","120",64
"179","5",64
"180","74",65
"177","111",66
"175","26",66
"170","150",66
"181","106",66
"178","188",66
"174","200",66
"183","82",66
"182","12",67
"184","154",67
"194","20",68
"197","64",69
"193","195",70
"195","21",70
"200","90",70
"198","76",71
"196","59",72
"189","13",73
"190","142",73
"192","151",73
"185","107",74
"188","122",74
"191","145",75
"199","86",76
"187","118",77
"186","114",78
