"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","84",1
"2","105",2
"4","30",3
"5","189",4
"8","36",5
"9","121",6
"10","108",7
"12","94",8
"13","137",9
"18","175",10
"19","78",10
"21","93",11
"7","32",11
"3","57",11
"22","117",11
"6","43",11
"11","124",12
"26","7",12
"14","140",12
"15","181",12
"16","63",12
"17","69",12
"28","73",12
"20","72",12
"23","127",13
"29","169",13
"24","25",13
"31","28",13
"25","60",13
"27","55",14
"30","58",15
"33","91",16
"34","131",17
"37","184",17
"32","164",17
"39","95",18
"35","176",18
"40","125",18
"41","139",19
"36","182",19
"38","134",20
"42","38",21
"44","85",22
"45","110",23
"43","130",23
"46","71",24
"47","89",24
"52","191",24
"49","33",24
"50","187",25
"48","119",25
"51","27",26
"53","48",27
"54","51",27
"55","102",28
"57","133",28
"56","45",28
"58","22",29
"60","44",30
"61","18",31
"62","135",32
"63","141",33
"59","153",33
"64","88",33
"66","103",34
"68","198",34
"65","132",34
"69","163",34
"67","197",34
"72","112",34
"70","53",34
"73","126",34
"71","14",34
"74","129",35
"75","80",35
"76","186",36
"77","62",37
"78","161",38
"79","37",38
"82","2",38
"80","42",38
"81","183",39
"84","116",40
"83","100",41
"85","31",42
"86","10",43
"87","173",43
"88","70",43
"90","41",44
"89","34",45
"91","156",46
"95","159",46
"92","75",46
"94","50",46
"98","160",46
"93","79",46
"96","170",47
"97","172",48
"101","158",48
"99","17",48
"102","136",48
"100","185",48
"103","149",49
"105","178",49
"106","180",50
"104","11",51
"107","96",52
"109","146",53
"108","177",53
"113","193",53
"112","199",53
"114","194",54
"111","16",54
"115","3",54
"117","109",54
"110","15",54
"119","165",54
"118","155",55
"120","49",56
"124","115",56
"116","196",56
"121","52",56
"122","29",57
"126","40",57
"123","92",57
"125","152",58
"127","174",59
"128","67",59
"129","23",60
"130","99",61
"133","77",62
"131","147",63
"134","104",63
"138","195",63
"132","46",63
"135","66",63
"139","83",63
"136","157",63
"140","101",63
"137","148",63
"142","128",63
"141","35",63
"145","97",63
"150","47",64
"144","24",64
"146","1",64
"149","4",64
"147","167",65
"143","19",65
"152","87",66
"148","39",67
"151","56",68
"153","162",69
"157","123",70
"154","190",70
"156","65",70
"158","143",70
"159","171",71
"155","6",71
"161","144",71
"162","138",72
"160","168",72
"165","98",73
"164","192",74
"163","150",75
"166","113",76
"167","68",77
"169","81",78
"168","166",79
"171","54",80
"170","9",80
"172","120",81
"173","200",82
"174","26",82
"176","188",83
"180","154",83
"175","106",83
"184","118",83
"177","61",83
"181","107",83
"182","111",84
"178","12",84
"198","82",84
"190","20",85
"179","151",85
"193","59",85
"196","76",85
"191","21",86
"194","64",87
"197","8",87
"200","90",88
"183","114",89
"195","74",89
"185","122",90
"186","13",90
"187","142",91
"188","145",91
"189","179",91
"192","5",91
"199","86",92
