"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","109",1
"2","57",2
"3","43",3
"4","198",4
"5","30",4
"6","32",5
"7","164",6
"8","36",6
"10","69",7
"11","94",7
"12","63",8
"13","108",9
"14","181",9
"15","189",9
"17","84",9
"9","105",9
"19","124",9
"16","78",9
"18","117",10
"20","127",11
"21","137",11
"22","60",11
"29","58",11
"30","7",11
"31","93",11
"23","125",11
"24","139",11
"25","25",11
"26","72",11
"27","140",12
"28","55",12
"32","175",13
"38","194",13
"33","28",13
"34","73",14
"35","121",15
"36","169",15
"37","193",15
"39","131",16
"42","91",17
"41","176",18
"44","182",18
"43","95",18
"40","134",19
"48","184",19
"45","38",19
"46","85",20
"47","130",21
"50","199",21
"51","133",22
"49","89",22
"52","187",23
"53","119",24
"54","33",25
"55","27",26
"56","71",27
"58","102",27
"57","48",27
"59","51",28
"60","22",29
"61","44",30
"62","45",31
"64","153",32
"63","18",32
"65","132",33
"66","197",33
"67","103",34
"68","163",35
"70","53",36
"72","135",37
"69","14",37
"71","88",38
"73","141",39
"75","161",39
"74","112",39
"77","62",39
"76","110",40
"78","126",41
"79","186",42
"80","37",42
"81","42",43
"82","129",44
"83","100",45
"85","31",46
"84","160",47
"88","70",48
"86","10",49
"87","50",49
"89","2",50
"94","159",50
"91","183",50
"93","158",51
"90","41",51
"92","136",52
"95","170",52
"99","156",53
"96","75",53
"97","80",53
"98","34",54
"100","17",55
"101","172",55
"102","79",56
"105","173",56
"103","185",56
"104","116",57
"108","174",57
"106","178",57
"107","191",58
"110","200",58
"109","146",58
"111","11",59
"112","180",60
"114","96",61
"115","149",61
"113","177",61
"116","115",62
"117","165",63
"119","16",64
"118","15",65
"120","155",65
"121","52",66
"123","49",67
"122","29",68
"124","67",68
"125","152",69
"126","3",70
"130","99",70
"128","196",71
"127","92",71
"129","40",72
"131","23",73
"132","147",74
"134","46",75
"136","77",76
"133","167",76
"137","104",76
"139","66",77
"135","148",77
"138","157",78
"140","35",78
"141","47",78
"142","101",79
"143","19",80
"144","24",81
"147","83",82
"145","39",83
"146","56",84
"148","87",85
"149","97",85
"150","128",86
"151","162",87
"154","6",87
"155","65",88
"156","138",88
"157","143",89
"153","190",89
"152","168",90
"159","1",90
"158","123",90
"160","166",91
"161","4",92
"163","113",92
"162","98",92
"165","192",93
"164","150",94
"166","171",94
"168","144",95
"167","81",95
"169","68",96
"170","120",97
"171","9",98
"172","54",99
"175","111",99
"173","26",99
"177","61",100
"174","106",101
"176","188",101
"179","82",102
"180","12",103
"182","154",103
"178","195",103
"191","20",103
"181","151",103
"193","5",103
"188","142",104
"185","118",105
"184","114",106
"192","21",107
"197","76",107
"186","122",108
"195","64",108
"187","13",109
"189","145",109
"190","179",109
"194","59",109
"198","8",109
"200","90",109
"196","74",110
"183","107",111
"199","86",112
