"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","84",1
"2","105",2
"4","189",3
"5","30",3
"7","36",4
"8","32",5
"9","108",6
"10","121",6
"11","94",6
"16","137",7
"18","78",7
"19","175",8
"3","57",8
"6","43",9
"21","93",9
"22","117",10
"26","7",11
"12","124",11
"13","181",11
"14","63",11
"15","69",11
"17","140",12
"20","72",13
"28","73",13
"23","127",13
"29","169",13
"24","25",13
"30","28",13
"25","60",13
"27","55",14
"32","58",15
"33","91",16
"34","131",17
"36","184",17
"31","164",17
"38","95",18
"39","125",19
"40","139",20
"35","182",20
"37","134",21
"41","176",22
"42","38",22
"44","110",23
"43","130",23
"46","85",24
"52","191",24
"45","71",24
"47","89",24
"49","187",25
"50","33",25
"48","119",26
"51","27",27
"53","48",28
"54","51",28
"55","102",29
"56","133",29
"57","45",30
"58","22",31
"59","44",32
"61","18",33
"62","135",34
"63","141",35
"60","153",35
"64","88",36
"67","198",37
"65","132",37
"66","103",38
"68","163",39
"69","53",40
"71","112",40
"72","126",41
"70","14",41
"73","197",41
"74","129",42
"75","80",42
"76","186",43
"77","62",44
"78","161",45
"79","37",45
"82","2",45
"80","42",45
"81","183",46
"84","116",47
"83","100",48
"86","31",49
"85","173",50
"87","70",50
"88","10",51
"91","41",52
"89","156",53
"90","34",53
"95","159",53
"93","50",53
"92","75",53
"98","160",53
"94","79",53
"96","170",54
"97","172",55
"101","158",55
"99","17",55
"102","136",55
"100","185",55
"103","149",56
"105","178",56
"106","180",57
"104","11",58
"107","96",59
"109","146",60
"108","177",60
"113","193",60
"112","199",60
"114","194",61
"111","16",61
"115","3",61
"110","15",61
"118","165",61
"117","155",62
"119","49",63
"121","115",63
"124","109",63
"116","196",63
"120","52",63
"122","29",64
"126","40",64
"123","92",64
"125","152",65
"127","174",66
"128","67",66
"129","23",67
"130","99",68
"133","77",69
"131","147",70
"134","104",70
"138","195",70
"132","46",70
"135","66",70
"139","83",70
"136","157",70
"140","101",70
"137","148",70
"142","128",70
"141","35",70
"146","97",70
"150","47",71
"144","24",71
"147","1",71
"145","167",71
"143","19",71
"149","4",71
"152","87",72
"148","39",73
"151","56",73
"153","162",74
"154","190",75
"157","123",75
"156","65",75
"158","143",75
"155","6",75
"159","171",76
"161","144",76
"162","138",77
"160","168",77
"165","98",78
"164","192",79
"163","150",80
"166","113",81
"167","68",82
"169","81",83
"168","166",84
"171","54",85
"170","9",85
"172","120",86
"173","26",87
"174","200",88
"175","188",89
"180","154",89
"176","61",89
"177","106",90
"184","118",90
"181","107",91
"182","111",92
"178","12",92
"198","82",92
"179","151",92
"190","20",92
"196","76",93
"191","21",94
"194","64",95
"197","8",95
"183","114",96
"200","90",96
"193","59",97
"195","74",97
"185","122",98
"186","13",98
"192","5",98
"187","142",99
"188","145",99
"189","179",100
"199","86",101
